Estación;Fecha Toma;Cod. Parámetro;Nom. Parámetro;Unidades;Valor numérico;Valor texto;Coord. X;Coord. Y;Cod Masa;Nombre Masa;Municipio;Provincia;UH Geo;UH Geo Nombre;Acuifero;Profundidad;Nombre C.A
CA0748-SIC01;08/10/2019;DDTPP;P,P'-DDT;µg/L;0;< 0,00025;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;DIAZINON;DIAZINON;µg/L;0;< 0,010;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;DICLETE-CIS;CIS-1,2-DICLOROETENO;µg/L;0;< 1,0;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;DICOFOL;DICOFOL (P,P'-DICOFOL);µg/L;0;< 0,00200;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;DIELDRIN;Dieldrin;µg/L;0;< 0,00015;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;DIURON;DIURON;µg/L;0;< 0,050;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;DQO;DQO o Demanda Química de Oxígeno;mg/L O2;0;< 15;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ENDOS;ENDOSULFAN (SUMA ISOMEROS ALFA+BETA);µg/L;0;< 0,00025;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ENDOSULFAN;ALFA-ENDOSULFAN;µg/L;0;< 0,00025;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ENDOSULFAN-BETA;BETA-ENDOSULFAN;µg/L;0;< 0,00150;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ENDRIN;ENDRINA;µg/L;0;< 0,00150;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ENDRINCE;Endrin cetona;µg/L;0;< 0,00025;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ETBENCENO;Etilbenceno;µg/L;0;< 1,0;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ETPARATION;Paration (paration etilo);µg/L;0;< 0,010;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;F;Fluoruros;µg/L;5400;540;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;FE;HIERRO;µg/L;0;< 50;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;FENCLORFOS;FENCLORFOS;µg/L;0;< 0,010;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;FONO;FONOFOS;µg/L;0;< 0,010;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;GLIFOSATO;GLIFOSATO;µg/L;0;<0,10;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;HCB;Hexaclorobenceno (HCB, Perclorobenceno);µg/L;0;< 0,00250;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;HCBD;Hexaclorobutadieno (HCBD, Hexacloro-1,3-Butadieno);µg/L;0;< 1,0;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;HCHALFA;ALFA-HCH;µg/L;0;< 0,00005;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;HCHBETA;BETA-HCH;µg/L;0;< 0,00015;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;HCHDELTA;DELTA-HCH;µg/L;0;< 0,00015;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;HEPTACL;Heptacloro;µg/L;0;< 0,00025;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;HEPTACLEPO;EPOXIDO DE HEPTACLORO;µg/L;0;< 0,00005;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;HG;MERCURIO;µg/L Hg;0;< 0,045;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ISODRIN;Isodrin;µg/L;0;< 0,00010;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ISOPROPB;Isopropilbenceno (cumeno);µg/L;0;< 1,0;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ISOPROPILTO;4-ISOPROPILTOLUENO;µg/L;0;< 1,0;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;ISOPROTURON;Isoproturón;µg/L;0;< 0,050;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
