Sexo;Provincias;Municipios;Nacionalidad;Edad (grandes grupos);Periodo;Total
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;De 16 a 64 años;1 de enero de 2010;31.333
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;De 16 a 64 años;1 de enero de 2009;31.990
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;De 16 a 64 años;1 de enero de 2008;32.134
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;De 16 a 64 años;1 de enero de 2007;29.772
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;De 16 a 64 años;1 de enero de 2006;29.260
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;De 16 a 64 años;1 de enero de 2005;27.238
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;De 16 a 64 años;1 de enero de 2004;24.637
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;De 16 a 64 años;1 de enero de 2003;25.130
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2022;10.480
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2021;10.407
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2020;10.502
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2019;10.216
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2018;9.957
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2017;9.731
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2016;9.467
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2015;10.274
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2014;11.022
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2013;14.214
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2012;13.508
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2011;12.798
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2010;11.992
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2009;11.324
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2008;10.522
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2007;9.685
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2006;9.143
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2005;8.289
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2004;7.186
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Total;65 y más años;1 de enero de 2003;8.517
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2022;25.160
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2021;24.996
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2020;25.159
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2019;25.391
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2018;25.567
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2017;25.576
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2016;25.594
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2015;25.646
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2014;25.375
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2013;24.999
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2012;24.813
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2011;24.671
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2010;24.212
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2009;24.085
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2008;23.766
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2007;23.273
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2006;22.972
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2005;22.243
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2004;21.624
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Todas las edades;1 de enero de 2003;21.061
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2022;3.519
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2021;3.521
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2020;3.570
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2019;3.760
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2018;3.897
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2017;3.908
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2016;3.941
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2015;3.991
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2014;3.926
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2013;3.929
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2012;3.871
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2011;3.917
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2010;3.867
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2009;3.840
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2008;3.819
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2007;3.791
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2006;3.739
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2005;3.554
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2004;3.495
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;Menos de 16 años;1 de enero de 2003;3.381
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2022;14.963
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2021;14.805
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2020;14.903
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2019;15.007
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2018;15.135
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2017;15.205
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2016;15.242
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2015;15.293
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2014;15.134
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2013;14.989
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2012;15.024
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2011;14.932
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2010;14.756
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2009;14.844
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2008;14.798
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2007;14.487
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2006;14.339
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2005;14.033
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2004;13.714
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;De 16 a 64 años;1 de enero de 2003;13.461
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2022;6.678
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2021;6.670
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2020;6.686
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2019;6.624
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2018;6.535
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2017;6.463
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2016;6.411
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2015;6.362
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2014;6.315
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2013;6.081
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2012;5.918
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2011;5.822
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2010;5.589
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2009;5.401
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2008;5.149
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2007;4.995
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2006;4.894
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2005;4.656
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2004;4.415
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Española;65 y más años;1 de enero de 2003;4.219
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2022;17.364
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2021;17.125
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2020;17.791
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2019;16.677
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2018;15.994
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2017;16.149
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2016;16.317
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2015;18.275
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2014;19.951
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2013;27.179
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2012;26.636
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2011;26.019
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2010;25.718
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2009;25.926
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2008;25.580
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2007;22.371
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2006;21.348
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2005;18.665
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2004;15.197
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Todas las edades;1 de enero de 2003;17.367
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2022;2.150
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2021;2.146
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2020;2.303
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2019;2.111
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2018;2.021
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2017;2.062
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2016;2.049
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2015;2.219
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2014;2.281
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2013;2.638
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2012;2.643
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2011;2.685
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2010;2.738
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2009;2.857
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2008;2.871
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2007;2.396
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2006;2.178
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2005;1.827
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2004;1.503
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;Menos de 16 años;1 de enero de 2003;1.400
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2022;11.412
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2021;11.242
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2020;11.672
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2019;10.974
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2018;10.551
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2017;10.819
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2016;11.212
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2015;12.144
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2014;12.963
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2013;16.408
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2012;16.403
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2011;16.358
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2010;16.577
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2009;17.146
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2008;17.336
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2007;15.285
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2006;14.921
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2005;13.205
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2004;10.923
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;De 16 a 64 años;1 de enero de 2003;11.669
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2022;3.802
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2021;3.737
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2020;3.816
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2019;3.592
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2018;3.422
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2017;3.268
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2016;3.056
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2015;3.912
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2014;4.707
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2013;8.133
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2012;7.590
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2011;6.976
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2010;6.403
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2009;5.923
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2008;5.373
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2007;4.690
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2006;4.249
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2005;3.633
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2004;2.771
Mujeres;03 Alicante/Alacant;03133 Torrevieja;Extranjera;65 y más años;1 de enero de 2003;4.298
