fecha;pais_orig;mun_dest;turistas
2023-06-01;Letonia;Torrevieja;169
2023-06-01;Bielorrusia / belarus;Torrevieja;138
2023-06-01;Estonia;Torrevieja;188
2023-06-01;Lituania;Torrevieja;297
2023-06-01;República Checa;Torrevieja;398
2023-06-01;Eslovaquia;Torrevieja;57
2023-06-01;Rusia;Torrevieja;512
2023-06-01;Argelia;Torrevieja;89
2023-06-01;Marruecos;Torrevieja;80
2023-06-01;EE.UU.;Torrevieja;306
2023-06-01;Argentina;Torrevieja;59
2023-06-01;Colombia;Torrevieja;154
2023-06-01;China;Torrevieja;46
2023-06-01;Kazajstan;Torrevieja;71
2023-07-01;Total;Torrevieja;70789
2023-07-01;Total Europa;Torrevieja;68911
2023-07-01;Total Unión Europea;Torrevieja;45253
2023-07-01;Total África;Torrevieja;493
2023-07-01;Total América;Torrevieja;997
2023-07-01;Total América del Norte;Torrevieja;469
2023-07-01;Total Sudamérica;Torrevieja;516
2023-07-01;Total Asia;Torrevieja;358
2023-07-01;Austria;Torrevieja;377
2023-07-01;Bélgica;Torrevieja;7257
2023-07-01;Bulgaria;Torrevieja;131
2023-07-01;Dinamarca;Torrevieja;2020
2023-07-01;Finlandia;Torrevieja;2132
2023-07-01;Francia;Torrevieja;3490
2023-07-01;Hungria;Torrevieja;445
2023-07-01;Irlanda;Torrevieja;2959
2023-07-01;Islandia;Torrevieja;422
2023-07-01;Italia;Torrevieja;535
2023-07-01;Liechtenstein;Torrevieja;59
2023-07-01;Luxemburgo;Torrevieja;204
2023-07-01;Noruega;Torrevieja;8879
2023-07-01;Países Bajos;Torrevieja;1987
2023-07-01;Polonia;Torrevieja;4166
2023-07-01;Portugal;Torrevieja;181
2023-07-01;Reino Unido;Torrevieja;12363
2023-07-01;Alemania;Torrevieja;4592
2023-07-01;Rumania;Torrevieja;238
2023-07-01;Suecia;Torrevieja;12405
2023-07-01;Suiza;Torrevieja;964
2023-07-01;Letonia;Torrevieja;162
2023-07-01;Moldavia / moldava;Torrevieja;44
2023-07-01;Bielorrusia / belarus;Torrevieja;193
2023-07-01;Estonia;Torrevieja;262
2023-07-01;Lituania;Torrevieja;621
2023-07-01;República Checa;Torrevieja;832
2023-07-01;Eslovaquia;Torrevieja;209
2023-07-01;Rusia;Torrevieja;631
2023-07-01;Argelia;Torrevieja;239
2023-07-01;Marruecos;Torrevieja;172
2023-07-01;Canada;Torrevieja;98
2023-07-01;EE.UU.;Torrevieja;334
2023-07-01;Mexico;Torrevieja;37
2023-07-01;Argentina;Torrevieja;61
2023-07-01;Brasil;Torrevieja;65
2023-07-01;Colombia;Torrevieja;255
2023-07-01;Chile;Torrevieja;53
2023-07-01;China;Torrevieja;97
2023-07-01;Emiratos arabes unidos;Torrevieja;31
2023-07-01;Israel;Torrevieja;39
2023-07-01;Kazajstan;Torrevieja;130
2023-08-01;Total;Torrevieja;82990
2023-08-01;Total Europa;Torrevieja;80336
2023-08-01;Total Unión Europea;Torrevieja;56151
2023-08-01;Total África;Torrevieja;1012
2023-08-01;Total América;Torrevieja;1198
2023-08-01;Total América del Norte;Torrevieja;600
2023-08-01;Total Sudamérica;Torrevieja;584
2023-08-01;Total Asia;Torrevieja;416
2023-08-01;Austria;Torrevieja;570
2023-08-01;Bélgica;Torrevieja;8569
2023-08-01;Bulgaria;Torrevieja;140
2023-08-01;Dinamarca;Torrevieja;1301
2023-08-01;Finlandia;Torrevieja;1520
2023-08-01;Francia;Torrevieja;9824
2023-08-01;Hungria;Torrevieja;453
2023-08-01;Irlanda;Torrevieja;3459
2023-08-01;Islandia;Torrevieja;389
2023-08-01;Italia;Torrevieja;940
2023-08-01;Liechtenstein;Torrevieja;72
2023-08-01;Luxemburgo;Torrevieja;362
2023-08-01;Noruega;Torrevieja;6305
2023-08-01;Países Bajos;Torrevieja;3333
2023-08-01;Polonia;Torrevieja;5140
2023-08-01;Portugal;Torrevieja;520
2023-08-01;Reino Unido;Torrevieja;15244
2023-08-01;Alemania;Torrevieja;5725
2023-08-01;Rumania;Torrevieja;255
2023-08-01;Suecia;Torrevieja;12088
2023-08-01;Suiza;Torrevieja;993
2023-08-01;Letonia;Torrevieja;214
2023-08-01;Moldavia / moldava;Torrevieja;38
2023-08-01;Bielorrusia / belarus;Torrevieja;161
2023-08-01;Estonia;Torrevieja;287
2023-08-01;Lituania;Torrevieja;588
2023-08-01;República Checa;Torrevieja;762
2023-08-01;Eslovaquia;Torrevieja;72
2023-08-01;Armenia;Torrevieja;34
2023-08-01;Rusia;Torrevieja;833
2023-08-01;Gibraltar;Torrevieja;30
2023-08-01;Argelia;Torrevieja;583
2023-08-01;Marruecos;Torrevieja;328
2023-08-01;Senegal;Torrevieja;33
2023-08-01;EE.UU.;Torrevieja;438
2023-08-01;Argentina;Torrevieja;80
2023-08-01;Brasil;Torrevieja;81
2023-08-01;Colombia;Torrevieja;280
2023-08-01;Chile;Torrevieja;45
2023-08-01;Uruguay;Torrevieja;37
2023-08-01;Venezuela;Torrevieja;33
2023-08-01;China;Torrevieja;93
2023-08-01;Emiratos arabes unidos;Torrevieja;40
2023-08-01;Filipinas;Torrevieja;34
2023-08-01;Israel;Torrevieja;46
2023-08-01;Kazajstan;Torrevieja;123
2023-09-01;Total;Torrevieja;54809
2023-09-01;Total Europa;Torrevieja;52960
2023-09-01;Total Unión Europea;Torrevieja;34102
2023-09-01;Total África;Torrevieja;504
2023-09-01;Total América;Torrevieja;1045
2023-09-01;Total América del Norte;Torrevieja;646
2023-09-01;Total Sudamérica;Torrevieja;393
2023-09-01;Total Asia;Torrevieja;266
2023-09-01;Austria;Torrevieja;339
2023-09-01;Bélgica;Torrevieja;4320
2023-09-01;Bulgaria;Torrevieja;106
2023-09-01;Dinamarca;Torrevieja;1043
2023-09-01;Finlandia;Torrevieja;1790
2023-09-01;Francia;Torrevieja;2753
2023-09-01;Hungria;Torrevieja;360
2023-09-01;Irlanda;Torrevieja;2722
2023-09-01;Islandia;Torrevieja;238
2023-09-01;Italia;Torrevieja;472
2023-09-01;Liechtenstein;Torrevieja;53
2023-09-01;Luxemburgo;Torrevieja;233
2023-09-01;Noruega;Torrevieja;4038
2023-09-01;Países Bajos;Torrevieja;1900
2023-09-01;Polonia;Torrevieja;3707
2023-09-01;Portugal;Torrevieja;231
2023-09-01;Reino Unido;Torrevieja;12995
2023-09-01;Alemania;Torrevieja;4376
2023-09-01;Rumania;Torrevieja;202
2023-09-01;Suecia;Torrevieja;7885
2023-09-01;Suiza;Torrevieja;570
2023-09-01;Letonia;Torrevieja;211
2023-09-01;Moldavia / moldava;Torrevieja;31
2023-09-01;Bielorrusia / belarus;Torrevieja;144
2023-09-01;Estonia;Torrevieja;236
2023-09-01;Lituania;Torrevieja;482
2023-09-01;República Checa;Torrevieja;600
2023-09-01;Eslovaquia;Torrevieja;89
2023-09-01;Armenia;Torrevieja;30
2023-09-01;Rusia;Torrevieja;658
2023-09-01;Gibraltar;Torrevieja;41
2023-09-01;Argelia;Torrevieja;263
2023-09-01;Marruecos;Torrevieja;186
2023-09-01;Senegal;Torrevieja;32
2023-09-01;Canada;Torrevieja;110
2023-09-01;EE.UU.;Torrevieja;503
2023-09-01;Mexico;Torrevieja;33
2023-09-01;Argentina;Torrevieja;50
2023-09-01;Brasil;Torrevieja;49
2023-09-01;Colombia;Torrevieja;218
2023-09-01;Uruguay;Torrevieja;32
2023-09-01;China;Torrevieja;89
2023-09-01;Kazajstan;Torrevieja;73
2023-10-01;Total;Torrevieja;53610
2023-10-01;Total Europa;Torrevieja;52001
2023-10-01;Total Unión Europea;Torrevieja;34609
2023-10-01;Total África;Torrevieja;367
2023-10-01;Total América;Torrevieja;910
2023-10-01;Total América del Norte;Torrevieja;519
2023-10-01;Total Sudamérica;Torrevieja;378
2023-10-01;Total Asia;Torrevieja;297
2023-10-01;Austria;Torrevieja;316
2023-10-01;Bélgica;Torrevieja;3588
2023-10-01;Bulgaria;Torrevieja;113
2023-10-01;Dinamarca;Torrevieja;1192
2023-10-01;Finlandia;Torrevieja;2893
2023-10-01;Francia;Torrevieja;2289
2023-10-01;Hungria;Torrevieja;296
2023-10-01;Irlanda;Torrevieja;2328
2023-10-01;Islandia;Torrevieja;306
2023-10-01;Italia;Torrevieja;340
2023-10-01;Liechtenstein;Torrevieja;64
2023-10-01;Luxemburgo;Torrevieja;177
2023-10-01;Noruega;Torrevieja;5109
2023-10-01;Países Bajos;Torrevieja;1833
2023-10-01;Polonia;Torrevieja;3923
2023-10-01;Portugal;Torrevieja;100
2023-10-01;Reino Unido;Torrevieja;10180
2023-10-01;Alemania;Torrevieja;4771
2023-10-01;Rumania;Torrevieja;193
2023-10-01;Suecia;Torrevieja;8432
2023-10-01;Suiza;Torrevieja;689
2023-10-01;Letonia;Torrevieja;232
2023-10-01;Moldavia / moldava;Torrevieja;31
2023-10-01;Bielorrusia / belarus;Torrevieja;138
2023-10-01;Estonia;Torrevieja;304
2023-10-01;Lituania;Torrevieja;542
2023-10-01;República Checa;Torrevieja;643
2023-10-01;Eslovaquia;Torrevieja;51
2023-10-01;Rusia;Torrevieja;735
2023-10-01;Gibraltar;Torrevieja;36
2023-10-01;Argelia;Torrevieja;147
2023-10-01;Marruecos;Torrevieja;177
2023-10-01;EE.UU.;Torrevieja;372
2023-10-01;Brasil;Torrevieja;50
2023-10-01;Colombia;Torrevieja;216
2023-10-01;China;Torrevieja;79
2023-10-01;Kazajstan;Torrevieja;78
2023-11-01;Total;Torrevieja;34500
2023-11-01;Total Europa;Torrevieja;33056
2023-11-01;Total Unión Europea;Torrevieja;22941
2023-11-01;Total África;Torrevieja;298
2023-11-01;Total América;Torrevieja;877
2023-11-01;Total América del Norte;Torrevieja;480
2023-11-01;Total Sudamérica;Torrevieja;387
2023-11-01;Total Asia;Torrevieja;263
2023-11-01;Austria;Torrevieja;259
2023-11-01;Bélgica;Torrevieja;2861
2023-11-01;Bulgaria;Torrevieja;120
2023-11-01;Dinamarca;Torrevieja;567
2023-11-01;Finlandia;Torrevieja;2360
2023-11-01;Francia;Torrevieja;1369
2023-11-01;Hungria;Torrevieja;331
2023-11-01;Irlanda;Torrevieja;1198
2023-11-01;Islandia;Torrevieja;206
2023-11-01;Italia;Torrevieja;252
2023-11-01;Liechtenstein;Torrevieja;57
2023-11-01;Luxemburgo;Torrevieja;159
2023-11-01;Noruega;Torrevieja;3541
2023-11-01;Países Bajos;Torrevieja;1029
2023-11-01;Polonia;Torrevieja;2765
2023-11-01;Portugal;Torrevieja;66
2023-11-01;Reino Unido;Torrevieja;5273
2023-11-01;Alemania;Torrevieja;2388
2023-11-01;Rumania;Torrevieja;121
2023-11-01;Suecia;Torrevieja;5880
2023-11-01;Suiza;Torrevieja;276
2023-11-01;Letonia;Torrevieja;149
2023-11-01;Bielorrusia / belarus;Torrevieja;117
2023-11-01;Georgia;Torrevieja;39
2023-11-01;Estonia;Torrevieja;187
2023-11-01;Lituania;Torrevieja;514
2023-11-01;República Checa;Torrevieja;285
2023-11-01;Eslovaquia;Torrevieja;67
2023-11-01;Rusia;Torrevieja;531
2023-11-01;Argelia;Torrevieja;123
2023-11-01;Marruecos;Torrevieja;136
2023-11-01;Canada;Torrevieja;117
2023-11-01;EE.UU.;Torrevieja;328
2023-11-01;Mexico;Torrevieja;35
2023-11-01;Brasil;Torrevieja;56
2023-11-01;Colombia;Torrevieja;228
2023-11-01;China;Torrevieja;72
2023-11-01;Israel;Torrevieja;31
2023-11-01;Kazajstan;Torrevieja;56
2023-12-01;Total;Torrevieja;26669
2023-12-01;Total Europa;Torrevieja;25348
2023-12-01;Total Unión Europea;Torrevieja;16844
2023-12-01;Total África;Torrevieja;276
2023-12-01;Total América;Torrevieja;800
2023-12-01;Total América del Norte;Torrevieja;367
2023-12-01;Total Sudamérica;Torrevieja;417
2023-12-01;Total Asia;Torrevieja;240
2023-12-01;Austria;Torrevieja;208
2023-12-01;Bélgica;Torrevieja;2191
2023-12-01;Bulgaria;Torrevieja;72
2023-12-01;Dinamarca;Torrevieja;330
2023-12-01;Finlandia;Torrevieja;1973
2023-12-01;Francia;Torrevieja;964
2023-12-01;Hungria;Torrevieja;185
2023-12-01;Irlanda;Torrevieja;1053
2023-12-01;Islandia;Torrevieja;166
2023-12-01;Italia;Torrevieja;244
2023-12-01;Liechtenstein;Torrevieja;57
2023-12-01;Luxemburgo;Torrevieja;139
2023-12-01;Noruega;Torrevieja;2172
2023-12-01;Países Bajos;Torrevieja;983
2023-12-01;Polonia;Torrevieja;2034
2023-12-01;Portugal;Torrevieja;72
2023-12-01;Reino Unido;Torrevieja;5109
2023-12-01;Alemania;Torrevieja;1567
2023-12-01;Rumania;Torrevieja;100
2023-12-01;Suecia;Torrevieja;3764
2023-12-01;Suiza;Torrevieja;262
2023-12-01;Letonia;Torrevieja;135
2023-12-01;Bielorrusia / belarus;Torrevieja;115
2023-12-01;Estonia;Torrevieja;175
2023-12-01;Lituania;Torrevieja;395
2023-12-01;República Checa;Torrevieja;188
2023-12-01;Eslovaquia;Torrevieja;40
2023-12-01;Rusia;Torrevieja;521
2023-12-01;Argelia;Torrevieja;118
2023-12-01;Marruecos;Torrevieja;144
2023-12-01;Canada;Torrevieja;54
2023-12-01;EE.UU.;Torrevieja;281
2023-12-01;Mexico;Torrevieja;32
2023-12-01;Argentina;Torrevieja;54
2023-12-01;Brasil;Torrevieja;57
2023-12-01;Colombia;Torrevieja;248
2023-12-01;China;Torrevieja;82
2023-12-01;Kazajstan;Torrevieja;56
2024-01-01;Total;Torrevieja;32656
2024-01-01;Total Europa;Torrevieja;31271
2024-01-01;Total Unión Europea;Torrevieja;22822
2024-01-01;Total África;Torrevieja;344
2024-01-01;Total América;Torrevieja;811
2024-01-01;Total América del Norte;Torrevieja;423
2024-01-01;Total Sudamérica;Torrevieja;375
2024-01-01;Total Asia;Torrevieja;226
2024-01-01;Austria;Torrevieja;394
2024-01-01;Bélgica;Torrevieja;2770
2024-01-01;Bulgaria;Torrevieja;102
2024-01-01;Dinamarca;Torrevieja;390
2024-01-01;Finlandia;Torrevieja;1706
2024-01-01;Francia;Torrevieja;1750
2024-01-01;Hungria;Torrevieja;343
2024-01-01;Irlanda;Torrevieja;1230
2024-01-01;Islandia;Torrevieja;164
2024-01-01;Italia;Torrevieja;301
2024-01-01;Liechtenstein;Torrevieja;68
2024-01-01;Luxemburgo;Torrevieja;144
2024-01-01;Noruega;Torrevieja;2364
2024-01-01;Países Bajos;Torrevieja;2038
2024-01-01;Polonia;Torrevieja;2792
2024-01-01;Portugal;Torrevieja;92
2024-01-01;Reino Unido;Torrevieja;4678
2024-01-01;Alemania;Torrevieja;2598
2024-01-01;Rumania;Torrevieja;139
2024-01-01;Suecia;Torrevieja;4974
2024-01-01;Suiza;Torrevieja;446
2024-01-01;Letonia;Torrevieja;151
2024-01-01;Bielorrusia / belarus;Torrevieja;116
2024-01-01;Estonia;Torrevieja;231
2024-01-01;Lituania;Torrevieja;329
2024-01-01;República Checa;Torrevieja;264
2024-01-01;Eslovaquia;Torrevieja;56
2024-01-01;Rusia;Torrevieja;541
2024-01-01;Argelia;Torrevieja;150
2024-01-01;Marruecos;Torrevieja;154
2024-01-01;EE.UU.;Torrevieja;338
2024-01-01;Brasil;Torrevieja;31
2024-01-01;Colombia;Torrevieja;225
2024-01-01;Venezuela;Torrevieja;40
2024-01-01;China;Torrevieja;75
2024-01-01;Kazajstan;Torrevieja;85
2024-02-01;Total;Torrevieja;28391
2024-02-01;Total Europa;Torrevieja;27154
2024-02-01;Total Unión Europea;Torrevieja;17293
2024-02-01;Total África;Torrevieja;284
2024-02-01;Total América;Torrevieja;740
2024-02-01;Total América del Norte;Torrevieja;396
2024-02-01;Total Sudamérica;Torrevieja;336
2024-02-01;Total Asia;Torrevieja;207
2024-02-01;Austria;Torrevieja;226
2024-02-01;Bélgica;Torrevieja;1848
2024-02-01;Bulgaria;Torrevieja;94
2024-02-01;Dinamarca;Torrevieja;481
2024-02-01;Finlandia;Torrevieja;1694
2024-02-01;Francia;Torrevieja;1170
2024-02-01;Hungria;Torrevieja;286
2024-02-01;Irlanda;Torrevieja;1206
2024-02-01;Islandia;Torrevieja;158
2024-02-01;Italia;Torrevieja;216
2024-02-01;Liechtenstein;Torrevieja;83
2024-02-01;Luxemburgo;Torrevieja;140
2024-02-01;Noruega;Torrevieja;2686
2024-02-01;Países Bajos;Torrevieja;1413
2024-02-01;Polonia;Torrevieja;2111
2024-02-01;Portugal;Torrevieja;61
2024-02-01;Reino Unido;Torrevieja;5984
2024-02-01;Alemania;Torrevieja;1816
2024-02-01;Rumania;Torrevieja;88
2024-02-01;Suecia;Torrevieja;3550
2024-02-01;Suiza;Torrevieja;320
2024-02-01;Letonia;Torrevieja;117
2024-02-01;Bielorrusia / belarus;Torrevieja;89
2024-02-01;Georgia;Torrevieja;41
2024-02-01;Estonia;Torrevieja;155
2024-02-01;Lituania;Torrevieja;337
2024-02-01;República Checa;Torrevieja;216
2024-02-01;Rusia;Torrevieja;402
2024-02-01;Argelia;Torrevieja;136
2024-02-01;Marruecos;Torrevieja;130
2024-02-01;EE.UU.;Torrevieja;254
2024-02-01;Argentina;Torrevieja;40
2024-02-01;Colombia;Torrevieja;211
2024-02-01;China;Torrevieja;74
2024-02-01;Kazajstan;Torrevieja;42
2024-03-01;Total;Torrevieja;36569
2024-03-01;Total Europa;Torrevieja;35175
2024-03-01;Total Unión Europea;Torrevieja;22743
2024-03-01;Total África;Torrevieja;300
2024-03-01;Total América;Torrevieja;837
2024-03-01;Total América del Norte;Torrevieja;453
2024-03-01;Total Sudamérica;Torrevieja;373
2024-03-01;Total Asia;Torrevieja;251
2024-03-01;Austria;Torrevieja;256
2024-03-01;Bélgica;Torrevieja;2595
2024-03-01;Bulgaria;Torrevieja;85
2024-03-01;Dinamarca;Torrevieja;758
2024-03-01;Finlandia;Torrevieja;2346
2024-03-01;Francia;Torrevieja;1375
2024-03-01;Hungria;Torrevieja;346
2024-03-01;Irlanda;Torrevieja;1504
2024-03-01;Islandia;Torrevieja;204
2024-03-01;Italia;Torrevieja;222
2024-03-01;Liechtenstein;Torrevieja;92
2024-03-01;Luxemburgo;Torrevieja;148
2024-03-01;Noruega;Torrevieja;3635
2024-03-01;Países Bajos;Torrevieja;1637
2024-03-01;Polonia;Torrevieja;2553
2024-03-01;Portugal;Torrevieja;73
2024-03-01;Reino Unido;Torrevieja;7466
2024-03-01;Alemania;Torrevieja;2529
2024-03-01;Rumania;Torrevieja;92
2024-03-01;Suecia;Torrevieja;5094
2024-03-01;Suiza;Torrevieja;320
2024-03-01;Letonia;Torrevieja;199
2024-03-01;Bielorrusia / belarus;Torrevieja;96
2024-03-01;Georgia;Torrevieja;36
2024-03-01;Estonia;Torrevieja;206
2024-03-01;Lituania;Torrevieja;324
2024-03-01;República Checa;Torrevieja;316
2024-03-01;Eslovaquia;Torrevieja;52
2024-03-01;Rusia;Torrevieja;481
2024-03-01;Argelia;Torrevieja;106
2024-03-01;Marruecos;Torrevieja;174
2024-03-01;EE.UU.;Torrevieja;261
2024-03-01;Argentina;Torrevieja;54
2024-03-01;Colombia;Torrevieja;220
2024-03-01;China;Torrevieja;93
2024-03-01;Kazajstan;Torrevieja;64
2024-04-01;Total;Torrevieja;49437
2024-04-01;Total Europa;Torrevieja;47979
2024-04-01;Total Unión Europea;Torrevieja;31135
2024-04-01;Total África;Torrevieja;334
2024-04-01;Total América;Torrevieja;848
2024-04-01;Total América del Norte;Torrevieja;410
2024-04-01;Total Sudamérica;Torrevieja;430
2024-04-01;Total Asia;Torrevieja;271
2024-04-01;Austria;Torrevieja;325
2024-04-01;Bélgica;Torrevieja;3306
2024-04-01;Bulgaria;Torrevieja;144
2024-04-01;Dinamarca;Torrevieja;863
2024-04-01;Finlandia;Torrevieja;2946
2024-04-01;Francia;Torrevieja;1807
2024-04-01;Hungria;Torrevieja;384
2024-04-01;Irlanda;Torrevieja;2493
2024-04-01;Islandia;Torrevieja;351
2024-04-01;Italia;Torrevieja;289
2024-04-01;Liechtenstein;Torrevieja;68
2024-04-01;Luxemburgo;Torrevieja;170
2024-04-01;Noruega;Torrevieja;4888
2024-04-01;Países Bajos;Torrevieja;1855
2024-04-01;Polonia;Torrevieja;3404
2024-04-01;Portugal;Torrevieja;84
2024-04-01;Reino Unido;Torrevieja;10106
2024-04-01;Alemania;Torrevieja;3486
2024-04-01;Rumania;Torrevieja;114
2024-04-01;Suecia;Torrevieja;8042
2024-04-01;Suiza;Torrevieja;605
2024-04-01;Letonia;Torrevieja;182
2024-04-01;Bielorrusia / belarus;Torrevieja;93
2024-04-01;Georgia;Torrevieja;42
2024-04-01;Estonia;Torrevieja;225
2024-04-01;Lituania;Torrevieja;451
2024-04-01;República Checa;Torrevieja;463
2024-04-01;Eslovaquia;Torrevieja;58
2024-04-01;Rusia;Torrevieja;616
2024-04-01;Argelia;Torrevieja;125
2024-04-01;Marruecos;Torrevieja;174
2024-04-01;EE.UU.;Torrevieja;243
2024-04-01;Argentina;Torrevieja;52
2024-04-01;Brasil;Torrevieja;33
2024-04-01;Colombia;Torrevieja;250
2024-04-01;China;Torrevieja;84
2024-04-01;India;Torrevieja;33
2024-04-01;Kazajstan;Torrevieja;53
2024-05-01;Total;Torrevieja;50842
2024-05-01;Total Europa;Torrevieja;49007
2024-05-01;Total Unión Europea;Torrevieja;31459
2024-05-01;Total África;Torrevieja;402
2024-05-01;Total América;Torrevieja;1130
2024-05-01;Total América del Norte;Torrevieja;619
2024-05-01;Total Sudamérica;Torrevieja;494
2024-05-01;Total Asia;Torrevieja;298
2024-05-01;Austria;Torrevieja;331
2024-05-01;Bélgica;Torrevieja;3534
2024-05-01;Bulgaria;Torrevieja;140
2024-05-01;Dinamarca;Torrevieja;868
2024-05-01;Finlandia;Torrevieja;2170
2024-05-01;Francia;Torrevieja;2116
2024-05-01;Hungria;Torrevieja;444
2024-05-01;Irlanda;Torrevieja;2615
2024-05-01;Islandia;Torrevieja;281
2024-05-01;Italia;Torrevieja;322
2024-05-01;Liechtenstein;Torrevieja;79
2024-05-01;Luxemburgo;Torrevieja;189
2024-05-01;Noruega;Torrevieja;4495
2024-05-01;Países Bajos;Torrevieja;2135
2024-05-01;Polonia;Torrevieja;3671
2024-05-01;Portugal;Torrevieja;109
2024-05-01;Reino Unido;Torrevieja;11080
2024-05-01;Alemania;Torrevieja;3280
2024-05-01;Rumania;Torrevieja;160
2024-05-01;Suecia;Torrevieja;7738
2024-05-01;Suiza;Torrevieja;552
2024-05-01;Letonia;Torrevieja;178
2024-05-01;Bielorrusia / belarus;Torrevieja;123
2024-05-01;Georgia;Torrevieja;43
2024-05-01;Estonia;Torrevieja;246
2024-05-01;Lituania;Torrevieja;464
2024-05-01;República Checa;Torrevieja;621
2024-05-01;Eslovaquia;Torrevieja;67
2024-05-01;Rusia;Torrevieja;792
2024-05-01;Gibraltar;Torrevieja;32
2024-05-01;Argelia;Torrevieja;179
2024-05-01;Marruecos;Torrevieja;167
2024-05-01;EE.UU.;Torrevieja;451
2024-05-01;Argentina;Torrevieja;75
2024-05-01;Brasil;Torrevieja;37
2024-05-01;Colombia;Torrevieja;264
2024-05-01;Chile;Torrevieja;34
2024-05-01;Ecuador;Torrevieja;30
2024-05-01;China;Torrevieja;98
2024-05-01;India;Torrevieja;41
2024-05-01;Kazajstan;Torrevieja;51
2024-06-01;Total;Torrevieja;54659
2024-06-01;Total Europa;Torrevieja;52677
2024-06-01;Total Unión Europea;Torrevieja;33893
2024-06-01;Total África;Torrevieja;403
2024-06-01;Total América;Torrevieja;1173
2024-06-01;Total América del Norte;Torrevieja;653
2024-06-01;Total Sudamérica;Torrevieja;512
2024-06-01;Total Asia;Torrevieja;378
2024-06-01;Austria;Torrevieja;350
2024-06-01;Bélgica;Torrevieja;3747
2024-06-01;Bulgaria;Torrevieja;142
2024-06-01;Dinamarca;Torrevieja;877
2024-06-01;Finlandia;Torrevieja;2268
2024-06-01;Francia;Torrevieja;2138
2024-06-01;Hungria;Torrevieja;478
2024-06-01;Irlanda;Torrevieja;2940
2024-06-01;Islandia;Torrevieja;347
2024-06-01;Italia;Torrevieja;397
2024-06-01;Liechtenstein;Torrevieja;77
2024-06-01;Luxemburgo;Torrevieja;192
2024-06-01;Noruega;Torrevieja;4845
2024-06-01;Países Bajos;Torrevieja;1976
2024-06-01;Polonia;Torrevieja;3865
2024-06-01;Portugal;Torrevieja;134
2024-06-01;Reino Unido;Torrevieja;11681
2024-06-01;Alemania;Torrevieja;3782
2024-06-01;Rumania;Torrevieja;137
2024-06-01;Suecia;Torrevieja;8591
2024-06-01;Suiza;Torrevieja;565
2024-06-01;Letonia;Torrevieja;228
2024-06-01;Moldavia / moldava;Torrevieja;46
2024-06-01;Bielorrusia / belarus;Torrevieja;133
2024-06-01;Estonia;Torrevieja;289
2024-06-01;Lituania;Torrevieja;505
2024-06-01;República Checa;Torrevieja;730
2024-06-01;Eslovaquia;Torrevieja;85
2024-06-01;Rusia;Torrevieja;975
2024-06-01;Argelia;Torrevieja;171
2024-06-01;Marruecos;Torrevieja;166
2024-06-01;EE.UU.;Torrevieja;493
2024-06-01;Argentina;Torrevieja;66
2024-06-01;Brasil;Torrevieja;45
2024-06-01;Colombia;Torrevieja;262
2024-06-01;Chile;Torrevieja;49
2024-06-01;China;Torrevieja;105
2024-06-01;India;Torrevieja;43
2024-06-01;Iran;Torrevieja;30
2024-06-01;Kazajstan;Torrevieja;81
2024-07-01;Total;Torrevieja;80148
2024-07-01;Total Europa;Torrevieja;77713
2024-07-01;Total Unión Europea;Torrevieja;50839
2024-07-01;Total África;Torrevieja;556
2024-07-01;Total América;Torrevieja;1320
2024-07-01;Total América del Norte;Torrevieja;752
2024-07-01;Total Sudamérica;Torrevieja;545
2024-07-01;Total Asia;Torrevieja;528
2024-07-01;Austria;Torrevieja;510
2024-07-01;Bélgica;Torrevieja;7156
2024-07-01;Bulgaria;Torrevieja;160
2024-07-01;Dinamarca;Torrevieja;1882
2024-07-01;Finlandia;Torrevieja;2152
2024-07-01;Francia;Torrevieja;4199
2024-07-01;Hungria;Torrevieja;892
2024-07-01;Irlanda;Torrevieja;3205
2024-07-01;Islandia;Torrevieja;448
2024-07-01;Italia;Torrevieja;621
2024-07-01;Liechtenstein;Torrevieja;62
2024-07-01;Luxemburgo;Torrevieja;242
2024-07-01;Noruega;Torrevieja;9590
2024-07-01;Países Bajos;Torrevieja;2448
2024-07-01;Polonia;Torrevieja;5279
2024-07-01;Portugal;Torrevieja;230
2024-07-01;Reino Unido;Torrevieja;14471
2024-07-01;Alemania;Torrevieja;4778
2024-07-01;Rumania;Torrevieja;219
2024-07-01;Suecia;Torrevieja;14446
2024-07-01;Suiza;Torrevieja;939
2024-07-01;Letonia;Torrevieja;222
2024-07-01;Moldavia / moldava;Torrevieja;32
2024-07-01;Bielorrusia / belarus;Torrevieja;144
2024-07-01;Estonia;Torrevieja;353
2024-07-01;Lituania;Torrevieja;604
2024-07-01;República Checa;Torrevieja;1068
2024-07-01;Eslovaquia;Torrevieja;117
2024-07-01;Rusia;Torrevieja;1040
2024-07-01;Serbia;Torrevieja;46
2024-07-01;Argelia;Torrevieja;315
2024-07-01;Marruecos;Torrevieja;185
2024-07-01;Canada;Torrevieja;184
2024-07-01;EE.UU.;Torrevieja;525
2024-07-01;Mexico;Torrevieja;43
2024-07-01;Argentina;Torrevieja;77
2024-07-01;Brasil;Torrevieja;46
2024-07-01;Colombia;Torrevieja;297
2024-07-01;Chile;Torrevieja;54
2024-07-01;China;Torrevieja;160
2024-07-01;Emiratos arabes unidos;Torrevieja;39
2024-07-01;India;Torrevieja;56
2024-07-01;Indonesia;Torrevieja;36
2024-07-01;Kazajstan;Torrevieja;129
