fecha;pais_orig;mun_dest;turistas
2020-11-01;Bélgica;Torrevieja;1257
2020-11-01;Bulgaria;Torrevieja;43
2020-11-01;Dinamarca;Torrevieja;101
2020-11-01;Finlandia;Torrevieja;306
2020-11-01;Francia;Torrevieja;649
2020-11-01;Irlanda;Torrevieja;192
2020-11-01;Islandia;Torrevieja;91
2020-11-01;Italia;Torrevieja;92
2020-11-01;Luxemburgo;Torrevieja;45
2020-11-01;Noruega;Torrevieja;491
2020-11-01;Países Bajos;Torrevieja;312
2020-11-01;Polonia;Torrevieja;290
2020-11-01;Reino Unido;Torrevieja;1329
2020-11-01;Alemania;Torrevieja;719
2020-11-01;Rumania;Torrevieja;36
2020-11-01;Suecia;Torrevieja;2448
2020-11-01;Suiza;Torrevieja;84
2020-11-01;Ucrania;Torrevieja;138
2020-11-01;Estonia;Torrevieja;67
2020-11-01;Lituania;Torrevieja;53
2020-11-01;República Checa;Torrevieja;35
2020-11-01;Rusia;Torrevieja;335
2020-11-01;Marruecos;Torrevieja;65
2020-11-01;China;Torrevieja;46
2020-12-01;Total;Torrevieja;7747
2020-12-01;Total Europa;Torrevieja;7413
2020-12-01;Total Unión Europea;Torrevieja;5071
2020-12-01;Total África;Torrevieja;99
2020-12-01;Total América;Torrevieja;105
2020-12-01;Total América del Norte;Torrevieja;64
2020-12-01;Total Asia;Torrevieja;111
2020-12-01;Austria;Torrevieja;31
2020-12-01;Bélgica;Torrevieja;954
2020-12-01;Bulgaria;Torrevieja;43
2020-12-01;Dinamarca;Torrevieja;69
2020-12-01;Finlandia;Torrevieja;369
2020-12-01;Francia;Torrevieja;576
2020-12-01;Hungria;Torrevieja;31
2020-12-01;Irlanda;Torrevieja;126
2020-12-01;Islandia;Torrevieja;68
2020-12-01;Italia;Torrevieja;118
2020-12-01;Luxemburgo;Torrevieja;49
2020-12-01;Noruega;Torrevieja;366
2020-12-01;Países Bajos;Torrevieja;339
2020-12-01;Polonia;Torrevieja;248
2020-12-01;Reino Unido;Torrevieja;1260
2020-12-01;Alemania;Torrevieja;623
2020-12-01;Rumania;Torrevieja;30
2020-12-01;Suecia;Torrevieja;1289
2020-12-01;Suiza;Torrevieja;121
2020-12-01;Ucrania;Torrevieja;127
2020-12-01;Estonia;Torrevieja;39
2020-12-01;Lituania;Torrevieja;42
2020-12-01;República Checa;Torrevieja;52
2020-12-01;Rusia;Torrevieja;382
2020-12-01;Marruecos;Torrevieja;66
2020-12-01;EE.UU.;Torrevieja;63
2020-12-01;China;Torrevieja;46
2020-12-01;Kazajstan;Torrevieja;37
2021-01-01;Total;Torrevieja;6850
2021-01-01;Total Europa;Torrevieja;6550
2021-01-01;Total Unión Europea;Torrevieja;4776
2021-01-01;Total África;Torrevieja;64
2021-01-01;Total América;Torrevieja;83
2021-01-01;Total América del Norte;Torrevieja;49
2021-01-01;Total Sudamérica;Torrevieja;30
2021-01-01;Total Asia;Torrevieja;144
2021-01-01;Austria;Torrevieja;39
2021-01-01;Bélgica;Torrevieja;812
2021-01-01;Bulgaria;Torrevieja;58
2021-01-01;Dinamarca;Torrevieja;66
2021-01-01;Finlandia;Torrevieja;280
2021-01-01;Francia;Torrevieja;604
2021-01-01;Irlanda;Torrevieja;144
2021-01-01;Islandia;Torrevieja;97
2021-01-01;Italia;Torrevieja;91
2021-01-01;Luxemburgo;Torrevieja;37
2021-01-01;Noruega;Torrevieja;244
2021-01-01;Países Bajos;Torrevieja;263
2021-01-01;Polonia;Torrevieja;281
2021-01-01;Reino Unido;Torrevieja;825
2021-01-01;Alemania;Torrevieja;535
2021-01-01;Rumania;Torrevieja;38
2021-01-01;Suecia;Torrevieja;1290
2021-01-01;Suiza;Torrevieja;123
2021-01-01;Ucrania;Torrevieja;81
2021-01-01;Letonia;Torrevieja;36
2021-01-01;Estonia;Torrevieja;49
2021-01-01;Lituania;Torrevieja;78
2021-01-01;Rusia;Torrevieja;381
2021-01-01;Marruecos;Torrevieja;53
2021-01-01;EE.UU.;Torrevieja;47
2021-01-01;China;Torrevieja;55
2021-01-01;Kazajstan;Torrevieja;55
2021-02-01;Total;Torrevieja;4760
2021-02-01;Total Europa;Torrevieja;4513
2021-02-01;Total Unión Europea;Torrevieja;3040
2021-02-01;Total África;Torrevieja;63
2021-02-01;Total América;Torrevieja;74
2021-02-01;Total América del Norte;Torrevieja;42
2021-02-01;Total Asia;Torrevieja;101
2021-02-01;Austria;Torrevieja;32
2021-02-01;Bélgica;Torrevieja;336
2021-02-01;Bulgaria;Torrevieja;38
2021-02-01;Dinamarca;Torrevieja;54
2021-02-01;Finlandia;Torrevieja;246
2021-02-01;Francia;Torrevieja;332
2021-02-01;Irlanda;Torrevieja;93
2021-02-01;Islandia;Torrevieja;53
2021-02-01;Italia;Torrevieja;74
2021-02-01;Noruega;Torrevieja;221
2021-02-01;Países Bajos;Torrevieja;272
2021-02-01;Polonia;Torrevieja;215
2021-02-01;Reino Unido;Torrevieja;671
2021-02-01;Alemania;Torrevieja;385
2021-02-01;Rumania;Torrevieja;30
2021-02-01;Suecia;Torrevieja;720
2021-02-01;Suiza;Torrevieja;50
2021-02-01;Ucrania;Torrevieja;82
2021-02-01;Estonia;Torrevieja;43
2021-02-01;Lituania;Torrevieja;42
2021-02-01;República Checa;Torrevieja;42
2021-02-01;Rusia;Torrevieja;382
2021-02-01;Marruecos;Torrevieja;41
2021-02-01;EE.UU.;Torrevieja;38
2021-02-01;China;Torrevieja;34
2021-02-01;Kazajstan;Torrevieja;31
2021-03-01;Total;Torrevieja;5590
2021-03-01;Total Europa;Torrevieja;5385
2021-03-01;Total Unión Europea;Torrevieja;3715
2021-03-01;Total África;Torrevieja;42
2021-03-01;Total América;Torrevieja;55
2021-03-01;Total América del Norte;Torrevieja;47
2021-03-01;Total Asia;Torrevieja;106
2021-03-01;Austria;Torrevieja;30
2021-03-01;Bélgica;Torrevieja;377
2021-03-01;Bulgaria;Torrevieja;61
2021-03-01;Dinamarca;Torrevieja;60
2021-03-01;Finlandia;Torrevieja;284
2021-03-01;Francia;Torrevieja;429
2021-03-01;Irlanda;Torrevieja;83
2021-03-01;Islandia;Torrevieja;70
2021-03-01;Italia;Torrevieja;54
2021-03-01;Luxemburgo;Torrevieja;38
2021-03-01;Noruega;Torrevieja;240
2021-03-01;Países Bajos;Torrevieja;289
2021-03-01;Polonia;Torrevieja;289
2021-03-01;Reino Unido;Torrevieja;780
2021-03-01;Alemania;Torrevieja;454
2021-03-01;Rumania;Torrevieja;36
2021-03-01;Suecia;Torrevieja;1038
2021-03-01;Suiza;Torrevieja;56
2021-03-01;Ucrania;Torrevieja;77
2021-03-01;Estonia;Torrevieja;41
2021-03-01;Lituania;Torrevieja;68
2021-03-01;Rusia;Torrevieja;433
2021-03-01;Marruecos;Torrevieja;35
2021-03-01;EE.UU.;Torrevieja;44
2021-03-01;China;Torrevieja;47
2021-03-01;Kazajstan;Torrevieja;35
2021-04-01;Total;Torrevieja;7499
2021-04-01;Total Europa;Torrevieja;7282
2021-04-01;Total Unión Europea;Torrevieja;5649
2021-04-01;Total África;Torrevieja;45
2021-04-01;Total América;Torrevieja;62
2021-04-01;Total América del Norte;Torrevieja;31
2021-04-01;Total Sudamérica;Torrevieja;30
2021-04-01;Total Asia;Torrevieja;108
2021-04-01;Austria;Torrevieja;34
2021-04-01;Bélgica;Torrevieja;637
2021-04-01;Bulgaria;Torrevieja;32
2021-04-01;Dinamarca;Torrevieja;111
2021-04-01;Finlandia;Torrevieja;335
2021-04-01;Francia;Torrevieja;642
2021-04-01;Irlanda;Torrevieja;75
2021-04-01;Islandia;Torrevieja;95
2021-04-01;Italia;Torrevieja;79
2021-04-01;Luxemburgo;Torrevieja;49
2021-04-01;Noruega;Torrevieja;214
2021-04-01;Países Bajos;Torrevieja;297
2021-04-01;Polonia;Torrevieja;322
2021-04-01;Reino Unido;Torrevieja;651
2021-04-01;Alemania;Torrevieja;752
2021-04-01;Rumania;Torrevieja;47
2021-04-01;Suecia;Torrevieja;1981
2021-04-01;Suiza;Torrevieja;198
2021-04-01;Ucrania;Torrevieja;94
2021-04-01;Letonia;Torrevieja;39
2021-04-01;Estonia;Torrevieja;70
2021-04-01;Lituania;Torrevieja;57
2021-04-01;República Checa;Torrevieja;46
2021-04-01;Rusia;Torrevieja;358
2021-04-01;EE.UU.;Torrevieja;30
2021-04-01;China;Torrevieja;43
2021-04-01;Kazajstan;Torrevieja;32
2021-05-01;Total;Torrevieja;10269
2021-05-01;Total Europa;Torrevieja;10025
2021-05-01;Total Unión Europea;Torrevieja;8183
2021-05-01;Total África;Torrevieja;35
2021-05-01;Total América;Torrevieja;103
2021-05-01;Total América del Norte;Torrevieja;56
2021-05-01;Total Sudamérica;Torrevieja;45
2021-05-01;Total Asia;Torrevieja;104
2021-05-01;Austria;Torrevieja;68
2021-05-01;Bélgica;Torrevieja;1523
2021-05-01;Bulgaria;Torrevieja;42
2021-05-01;Dinamarca;Torrevieja;214
2021-05-01;Finlandia;Torrevieja;329
2021-05-01;Francia;Torrevieja;1180
2021-05-01;Hungria;Torrevieja;42
2021-05-01;Irlanda;Torrevieja;114
2021-05-01;Islandia;Torrevieja;74
2021-05-01;Italia;Torrevieja;73
2021-05-01;Luxemburgo;Torrevieja;45
2021-05-01;Noruega;Torrevieja;381
2021-05-01;Países Bajos;Torrevieja;435
2021-05-01;Polonia;Torrevieja;592
2021-05-01;Reino Unido;Torrevieja;657
2021-05-01;Alemania;Torrevieja;1025
2021-05-01;Rumania;Torrevieja;76
2021-05-01;Suecia;Torrevieja;2054
2021-05-01;Suiza;Torrevieja;198
2021-05-01;Ucrania;Torrevieja;105
2021-05-01;Letonia;Torrevieja;38
2021-05-01;Estonia;Torrevieja;73
2021-05-01;Lituania;Torrevieja;97
2021-05-01;República Checa;Torrevieja;101
2021-05-01;Rusia;Torrevieja;385
2021-05-01;EE.UU.;Torrevieja;53
2021-05-01;China;Torrevieja;51
2021-06-01;Total;Torrevieja;16465
2021-06-01;Total Europa;Torrevieja;16115
2021-06-01;Total Unión Europea;Torrevieja;12991
2021-06-01;Total África;Torrevieja;68
2021-06-01;Total América;Torrevieja;149
2021-06-01;Total América del Norte;Torrevieja;87
2021-06-01;Total Sudamérica;Torrevieja;59
2021-06-01;Total Asia;Torrevieja;132
2021-06-01;Austria;Torrevieja;109
2021-06-01;Bélgica;Torrevieja;2235
2021-06-01;Bulgaria;Torrevieja;61
2021-06-01;Dinamarca;Torrevieja;383
2021-06-01;Finlandia;Torrevieja;407
2021-06-01;Francia;Torrevieja;1462
2021-06-01;Hungria;Torrevieja;50
2021-06-01;Irlanda;Torrevieja;203
2021-06-01;Islandia;Torrevieja;125
2021-06-01;Italia;Torrevieja;135
2021-06-01;Luxemburgo;Torrevieja;69
2021-06-01;Noruega;Torrevieja;817
2021-06-01;Países Bajos;Torrevieja;538
2021-06-01;Polonia;Torrevieja;905
2021-06-01;Portugal;Torrevieja;46
2021-06-01;Reino Unido;Torrevieja;1329
2021-06-01;Alemania;Torrevieja;2040
2021-06-01;Rumania;Torrevieja;105
2021-06-01;Suecia;Torrevieja;3622
2021-06-01;Suiza;Torrevieja;210
2021-06-01;Ucrania;Torrevieja;106
2021-06-01;Letonia;Torrevieja;77
2021-06-01;Estonia;Torrevieja;102
2021-06-01;Lituania;Torrevieja;212
2021-06-01;República Checa;Torrevieja;203
2021-06-01;Rusia;Torrevieja;491
2021-06-01;Marruecos;Torrevieja;39
2021-06-01;EE.UU.;Torrevieja;82
2021-06-01;Colombia;Torrevieja;30
2021-06-01;China;Torrevieja;49
2021-06-01;Kazajstan;Torrevieja;50
2021-07-01;Total;Torrevieja;37665
2021-07-01;Total Europa;Torrevieja;37084
2021-07-01;Total Unión Europea;Torrevieja;28631
2021-07-01;Total África;Torrevieja;129
2021-07-01;Total América;Torrevieja;265
2021-07-01;Total América del Norte;Torrevieja;189
2021-07-01;Total Asia;Torrevieja;187
2021-07-01;Austria;Torrevieja;223
2021-07-01;Bélgica;Torrevieja;5559
2021-07-01;Bulgaria;Torrevieja;84
2021-07-01;Dinamarca;Torrevieja;1500
2021-07-01;Finlandia;Torrevieja;879
2021-07-01;Francia;Torrevieja;3268
2021-07-01;Hungria;Torrevieja;138
2021-07-01;Irlanda;Torrevieja;456
2021-07-01;Islandia;Torrevieja;288
2021-07-01;Italia;Torrevieja;208
2021-07-01;Luxemburgo;Torrevieja;84
2021-07-01;Noruega;Torrevieja;2300
2021-07-01;Países Bajos;Torrevieja;945
2021-07-01;Polonia;Torrevieja;1633
2021-07-01;Portugal;Torrevieja;85
2021-07-01;Reino Unido;Torrevieja;4434
2021-07-01;Alemania;Torrevieja;3120
2021-07-01;Rumania;Torrevieja;166
2021-07-01;Suecia;Torrevieja;9395
2021-07-01;Suiza;Torrevieja;569
2021-07-01;Ucrania;Torrevieja;192
2021-07-01;Letonia;Torrevieja;113
2021-07-01;Estonia;Torrevieja;130
2021-07-01;Lituania;Torrevieja;265
2021-07-01;República Checa;Torrevieja;324
2021-07-01;Eslovaquia;Torrevieja;31
2021-07-01;Rusia;Torrevieja;602
2021-07-01;Argelia;Torrevieja;45
2021-07-01;Marruecos;Torrevieja;60
2021-07-01;EE.UU.;Torrevieja;173
2021-07-01;Colombia;Torrevieja;46
2021-07-01;China;Torrevieja;50
2021-07-01;Kazajstan;Torrevieja;44
2021-08-01;Total;Torrevieja;47900
2021-08-01;Total Europa;Torrevieja;47226
2021-08-01;Total Unión Europea;Torrevieja;36690
2021-08-01;Total África;Torrevieja;174
2021-08-01;Total América;Torrevieja;328
2021-08-01;Total América del Norte;Torrevieja;230
2021-08-01;Total Sudamérica;Torrevieja;96
2021-08-01;Total Asia;Torrevieja;169
2021-08-01;Austria;Torrevieja;247
2021-08-01;Bélgica;Torrevieja;7224
2021-08-01;Bulgaria;Torrevieja;65
2021-08-01;Dinamarca;Torrevieja;1123
2021-08-01;Finlandia;Torrevieja;601
2021-08-01;Francia;Torrevieja;8883
2021-08-01;Hungria;Torrevieja;216
2021-08-01;Irlanda;Torrevieja;1303
2021-08-01;Islandia;Torrevieja;274
2021-08-01;Italia;Torrevieja;350
2021-08-01;Luxemburgo;Torrevieja;171
2021-08-01;Noruega;Torrevieja;1431
2021-08-01;Países Bajos;Torrevieja;1773
2021-08-01;Polonia;Torrevieja;1826
2021-08-01;Portugal;Torrevieja;222
2021-08-01;Reino Unido;Torrevieja;6959
2021-08-01;Alemania;Torrevieja;3417
2021-08-01;Rumania;Torrevieja;206
2021-08-01;Suecia;Torrevieja;8233
2021-08-01;Suiza;Torrevieja;833
2021-08-01;Ucrania;Torrevieja;299
2021-08-01;Letonia;Torrevieja;112
2021-08-01;Bielorrusia / belarus;Torrevieja;35
2021-08-01;Estonia;Torrevieja;154
2021-08-01;Lituania;Torrevieja;205
2021-08-01;República Checa;Torrevieja;278
2021-08-01;Eslovaquia;Torrevieja;46
2021-08-01;Rusia;Torrevieja;620
2021-08-01;Argelia;Torrevieja;45
2021-08-01;Marruecos;Torrevieja;104
2021-08-01;EE.UU.;Torrevieja;196
2021-08-01;Colombia;Torrevieja;34
2021-08-01;China;Torrevieja;48
2021-08-01;Emiratos arabes unidos;Torrevieja;31
2021-08-01;Kazajstan;Torrevieja;46
2021-09-01;Total;Torrevieja;34132
2021-09-01;Total Europa;Torrevieja;33537
2021-09-01;Total Unión Europea;Torrevieja;22351
2021-09-01;Total África;Torrevieja;146
2021-09-01;Total América;Torrevieja;270
2021-09-01;Total América del Norte;Torrevieja;156
2021-09-01;Total Sudamérica;Torrevieja;109
2021-09-01;Total Asia;Torrevieja;178
2021-09-01;Austria;Torrevieja;143
2021-09-01;Bélgica;Torrevieja;4421
2021-09-01;Bulgaria;Torrevieja;42
2021-09-01;Dinamarca;Torrevieja;784
2021-09-01;Finlandia;Torrevieja;936
2021-09-01;Francia;Torrevieja;2485
2021-09-01;Hungria;Torrevieja;105
2021-09-01;Irlanda;Torrevieja;1064
2021-09-01;Islandia;Torrevieja;204
2021-09-01;Italia;Torrevieja;200
2021-09-01;Luxemburgo;Torrevieja;110
2021-09-01;Noruega;Torrevieja;2101
2021-09-01;Países Bajos;Torrevieja;993
2021-09-01;Polonia;Torrevieja;1247
2021-09-01;Portugal;Torrevieja;136
2021-09-01;Reino Unido;Torrevieja;7253
2021-09-01;Alemania;Torrevieja;2845
2021-09-01;Rumania;Torrevieja;111
2021-09-01;Suecia;Torrevieja;6099
2021-09-01;Suiza;Torrevieja;451
2021-09-01;Ucrania;Torrevieja;463
2021-09-01;Letonia;Torrevieja;101
2021-09-01;Bielorrusia / belarus;Torrevieja;30
2021-09-01;Estonia;Torrevieja;139
2021-09-01;Lituania;Torrevieja;161
2021-09-01;República Checa;Torrevieja;193
2021-09-01;Rusia;Torrevieja;612
2021-09-01;Argelia;Torrevieja;59
2021-09-01;Marruecos;Torrevieja;53
2021-09-01;EE.UU.;Torrevieja;122
2021-09-01;Colombia;Torrevieja;57
2021-09-01;China;Torrevieja;47
2021-09-01;Kazajstan;Torrevieja;64
2021-10-01;Total;Torrevieja;40057
2021-10-01;Total Europa;Torrevieja;39445
2021-10-01;Total Unión Europea;Torrevieja;24459
2021-10-01;Total África;Torrevieja;136
2021-10-01;Total América;Torrevieja;337
2021-10-01;Total América del Norte;Torrevieja;159
2021-10-01;Total Sudamérica;Torrevieja;174
2021-10-01;Total Asia;Torrevieja;137
2021-10-01;Austria;Torrevieja;152
2021-10-01;Bélgica;Torrevieja;3544
2021-10-01;Bulgaria;Torrevieja;66
2021-10-01;Dinamarca;Torrevieja;1199
2021-10-01;Finlandia;Torrevieja;1784
2021-10-01;Francia;Torrevieja;1726
2021-10-01;Hungria;Torrevieja;108
2021-10-01;Irlanda;Torrevieja;1210
2021-10-01;Islandia;Torrevieja;336
2021-10-01;Italia;Torrevieja;184
2021-10-01;Luxemburgo;Torrevieja;72
2021-10-01;Noruega;Torrevieja;4543
2021-10-01;Países Bajos;Torrevieja;1154
2021-10-01;Polonia;Torrevieja;1286
2021-10-01;Portugal;Torrevieja;54
2021-10-01;Reino Unido;Torrevieja;8146
2021-10-01;Alemania;Torrevieja;3371
2021-10-01;Rumania;Torrevieja;93
2021-10-01;Suecia;Torrevieja;7642
2021-10-01;Suiza;Torrevieja;613
2021-10-01;Ucrania;Torrevieja;453
2021-10-01;Letonia;Torrevieja;104
2021-10-01;Bielorrusia / belarus;Torrevieja;32
2021-10-01;Estonia;Torrevieja;205
2021-10-01;Lituania;Torrevieja;231
2021-10-01;República Checa;Torrevieja;210
2021-10-01;Rusia;Torrevieja;808
2021-10-01;Argelia;Torrevieja;50
2021-10-01;Marruecos;Torrevieja;76
2021-10-01;EE.UU.;Torrevieja;129
2021-10-01;Colombia;Torrevieja;71
2021-10-01;China;Torrevieja;42
2021-10-01;Kazajstan;Torrevieja;39
2021-11-01;Total;Torrevieja;27145
2021-11-01;Total Europa;Torrevieja;26522
2021-11-01;Total Unión Europea;Torrevieja;18072
2021-11-01;Total África;Torrevieja;199
2021-11-01;Total América;Torrevieja;298
2021-11-01;Total América del Norte;Torrevieja;116
2021-11-01;Total Sudamérica;Torrevieja;174
2021-11-01;Total Asia;Torrevieja;122
2021-11-01;Austria;Torrevieja;107
2021-11-01;Bélgica;Torrevieja;2867
2021-11-01;Bulgaria;Torrevieja;41
2021-11-01;Dinamarca;Torrevieja;537
2021-11-01;Finlandia;Torrevieja;1766
2021-11-01;Francia;Torrevieja;1421
2021-11-01;Hungria;Torrevieja;89
2021-11-01;Irlanda;Torrevieja;640
2021-11-01;Islandia;Torrevieja;259
2021-11-01;Italia;Torrevieja;164
2021-11-01;Luxemburgo;Torrevieja;65
2021-11-01;Noruega;Torrevieja;3116
2021-11-01;Países Bajos;Torrevieja;803
2021-11-01;Polonia;Torrevieja;978
2021-11-01;Portugal;Torrevieja;34
2021-11-01;Reino Unido;Torrevieja;3727
2021-11-01;Alemania;Torrevieja;1759
2021-11-01;Rumania;Torrevieja;72
2021-11-01;Suecia;Torrevieja;6167
2021-11-01;Suiza;Torrevieja;254
2021-11-01;Ucrania;Torrevieja;274
2021-11-01;Letonia;Torrevieja;74
2021-11-01;Bielorrusia / belarus;Torrevieja;40
2021-11-01;Estonia;Torrevieja;131
2021-11-01;Lituania;Torrevieja;214
2021-11-01;República Checa;Torrevieja;117
2021-11-01;Rusia;Torrevieja;735
2021-11-01;Argelia;Torrevieja;89
2021-11-01;Marruecos;Torrevieja;88
2021-11-01;EE.UU.;Torrevieja;95
2021-11-01;Colombia;Torrevieja;98
2021-11-01;China;Torrevieja;32
2021-11-01;Kazajstan;Torrevieja;49
2021-12-01;Total;Torrevieja;15772
2021-12-01;Total Europa;Torrevieja;15229
2021-12-01;Total Unión Europea;Torrevieja;11023
2021-12-01;Total África;Torrevieja;167
2021-12-01;Total América;Torrevieja;251
2021-12-01;Total América del Norte;Torrevieja;108
2021-12-01;Total Sudamérica;Torrevieja;139
2021-12-01;Total Asia;Torrevieja;124
2021-12-01;Austria;Torrevieja;106
2021-12-01;Bélgica;Torrevieja;1775
2021-12-01;Bulgaria;Torrevieja;56
2021-12-01;Dinamarca;Torrevieja;248
2021-12-01;Finlandia;Torrevieja;1338
2021-12-01;Francia;Torrevieja;964
2021-12-01;Hungria;Torrevieja;44
2021-12-01;Irlanda;Torrevieja;319
2021-12-01;Islandia;Torrevieja;132
2021-12-01;Italia;Torrevieja;131
2021-12-01;Luxemburgo;Torrevieja;58
2021-12-01;Noruega;Torrevieja;1316
2021-12-01;Países Bajos;Torrevieja;679
2021-12-01;Polonia;Torrevieja;577
2021-12-01;Portugal;Torrevieja;33
2021-12-01;Reino Unido;Torrevieja;1713
2021-12-01;Alemania;Torrevieja;1258
2021-12-01;Rumania;Torrevieja;64
2021-12-01;Suecia;Torrevieja;3048
2021-12-01;Suiza;Torrevieja;171
2021-12-01;Ucrania;Torrevieja;212
2021-12-01;Letonia;Torrevieja;51
2021-12-01;Bielorrusia / belarus;Torrevieja;33
2021-12-01;Estonia;Torrevieja;78
2021-12-01;Lituania;Torrevieja;107
2021-12-01;República Checa;Torrevieja;63
2021-12-01;Rusia;Torrevieja;595
2021-12-01;Argelia;Torrevieja;59
2021-12-01;Marruecos;Torrevieja;75
2021-12-01;EE.UU.;Torrevieja;88
2021-12-01;Colombia;Torrevieja;88
2021-12-01;China;Torrevieja;38
2021-12-01;Kazajstan;Torrevieja;37
2022-01-01;Total;Torrevieja;19339
2022-01-01;Total Europa;Torrevieja;18761
2022-01-01;Total Unión Europea;Torrevieja;14006
2022-01-01;Total África;Torrevieja;184
2022-01-01;Total América;Torrevieja;293
2022-01-01;Total América del Norte;Torrevieja;164
2022-01-01;Total Sudamérica;Torrevieja;124
2022-01-01;Total Asia;Torrevieja;100
2022-01-01;Austria;Torrevieja;71
2022-01-01;Bélgica;Torrevieja;2544
2022-01-01;Bulgaria;Torrevieja;69
2022-01-01;Dinamarca;Torrevieja;270
2022-01-01;Finlandia;Torrevieja;1151
2022-01-01;Francia;Torrevieja;951
2022-01-01;Hungria;Torrevieja;61
2022-01-01;Irlanda;Torrevieja;672
2022-01-01;Islandia;Torrevieja;134
2022-01-01;Italia;Torrevieja;189
2022-01-01;Luxemburgo;Torrevieja;67
2022-01-01;Noruega;Torrevieja;1430
2022-01-01;Países Bajos;Torrevieja;891
2022-01-01;Polonia;Torrevieja;848
2022-01-01;Reino Unido;Torrevieja;2313
2022-01-01;Alemania;Torrevieja;1704
2022-01-01;Rumania;Torrevieja;75
2022-01-01;Suecia;Torrevieja;3952
2022-01-01;Suiza;Torrevieja;285
2022-01-01;Ucrania;Torrevieja;226
2022-01-01;Letonia;Torrevieja;84
2022-01-01;Bielorrusia / belarus;Torrevieja;40
2022-01-01;Estonia;Torrevieja;82
2022-01-01;Lituania;Torrevieja;167
2022-01-01;República Checa;Torrevieja;88
2022-01-01;Rusia;Torrevieja;308
2022-01-01;Argelia;Torrevieja;102
2022-01-01;Marruecos;Torrevieja;68
2022-01-01;EE.UU.;Torrevieja;81
2022-01-01;Colombia;Torrevieja;95
2022-01-01;Kazajstan;Torrevieja;38
2022-02-01;Total;Torrevieja;19206
2022-02-01;Total Europa;Torrevieja;18725
2022-02-01;Total Unión Europea;Torrevieja;10850
2022-02-01;Total África;Torrevieja;149
2022-02-01;Total América;Torrevieja;246
2022-02-01;Total América del Norte;Torrevieja;104
2022-02-01;Total Sudamérica;Torrevieja;136
2022-02-01;Total Asia;Torrevieja;83
2022-02-01;Austria;Torrevieja;57
2022-02-01;Bélgica;Torrevieja;1683
2022-02-01;Bulgaria;Torrevieja;58
2022-02-01;Dinamarca;Torrevieja;383
2022-02-01;Finlandia;Torrevieja;1035
2022-02-01;Francia;Torrevieja;945
2022-02-01;Hungria;Torrevieja;51
2022-02-01;Irlanda;Torrevieja;732
2022-02-01;Islandia;Torrevieja;113
2022-02-01;Italia;Torrevieja;159
2022-02-01;Luxemburgo;Torrevieja;58
2022-02-01;Noruega;Torrevieja;1788
2022-02-01;Países Bajos;Torrevieja;691
2022-02-01;Polonia;Torrevieja;748
2022-02-01;Reino Unido;Torrevieja;5239
2022-02-01;Alemania;Torrevieja;1186
2022-02-01;Rumania;Torrevieja;45
2022-02-01;Suecia;Torrevieja;2648
2022-02-01;Suiza;Torrevieja;227
2022-02-01;Ucrania;Torrevieja;216
2022-02-01;Letonia;Torrevieja;49
2022-02-01;Estonia;Torrevieja;66
2022-02-01;Lituania;Torrevieja;112
2022-02-01;República Checa;Torrevieja;93
2022-02-01;Rusia;Torrevieja;250
2022-02-01;Argelia;Torrevieja;81
2022-02-01;Marruecos;Torrevieja;57
2022-02-01;EE.UU.;Torrevieja;83
2022-02-01;Colombia;Torrevieja;97
2022-02-01;China;Torrevieja;33
2022-03-01;Total;Torrevieja;27351
2022-03-01;Total Europa;Torrevieja;26684
2022-03-01;Total Unión Europea;Torrevieja;16012
2022-03-01;Total África;Torrevieja;225
2022-03-01;Total América;Torrevieja;322
2022-03-01;Total América del Norte;Torrevieja;148
2022-03-01;Total Sudamérica;Torrevieja;169
2022-03-01;Total Asia;Torrevieja;118
2022-03-01;Austria;Torrevieja;68
2022-03-01;Bélgica;Torrevieja;2655
2022-03-01;Bulgaria;Torrevieja;70
2022-03-01;Dinamarca;Torrevieja;556
2022-03-01;Finlandia;Torrevieja;1695
2022-03-01;Francia;Torrevieja;1226
2022-03-01;Hungria;Torrevieja;107
2022-03-01;Irlanda;Torrevieja;764
2022-03-01;Islandia;Torrevieja;189
2022-03-01;Italia;Torrevieja;186
2022-03-01;Luxemburgo;Torrevieja;70
2022-03-01;Noruega;Torrevieja;2838
2022-03-01;Países Bajos;Torrevieja;1001
2022-03-01;Polonia;Torrevieja;1066
2022-03-01;Reino Unido;Torrevieja;6949
2022-03-01;Alemania;Torrevieja;1821
2022-03-01;Rumania;Torrevieja;82
2022-03-01;Suecia;Torrevieja;4008
2022-03-01;Suiza;Torrevieja;248
2022-03-01;Letonia;Torrevieja;89
2022-03-01;Bielorrusia / belarus;Torrevieja;47
2022-03-01;Estonia;Torrevieja;109
2022-03-01;Lituania;Torrevieja;243
2022-03-01;República Checa;Torrevieja;138
2022-03-01;Rusia;Torrevieja;345
2022-03-01;Argelia;Torrevieja;129
2022-03-01;Marruecos;Torrevieja;76
2022-03-01;EE.UU.;Torrevieja;89
2022-03-01;Colombia;Torrevieja;107
2022-03-01;China;Torrevieja;33
2022-03-01;Kazajstan;Torrevieja;45
2022-04-01;Total;Torrevieja;39340
2022-04-01;Total Europa;Torrevieja;38636
2022-04-01;Total Unión Europea;Torrevieja;23092
2022-04-01;Total África;Torrevieja;203
2022-04-01;Total América;Torrevieja;340
2022-04-01;Total América del Norte;Torrevieja;167
