mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,prov_dest_cod,prov_dest,año,mes_hoja,mun_orig_cod,mun_orig,dest_cod,dest,prov_orig_cod,prov_orig
2021-10,,,,,93,3,Alicante/Alacant,2021,2021-10,30901.0,Santomera,3133.0,Torrevieja,30.0,Murcia
2021-10,,,,,124,3,Alicante/Alacant,2021,2021-10,30902.0,"Alcázares, Los",3133.0,Torrevieja,30.0,Murcia
2021-10,,,,,124,3,Alicante/Alacant,2021,2021-10,31201.0,Pamplona/Iruña,3133.0,Torrevieja,31.0,Navarra
2021-10,,,,,36,3,Alicante/Alacant,2021,2021-10,33004.0,Avilés,3133.0,Torrevieja,33.0,Asturias
2021-10,,,,,140,3,Alicante/Alacant,2021,2021-10,33024.0,Gijón,3133.0,Torrevieja,33.0,Asturias
2021-10,,,,,56,3,Alicante/Alacant,2021,2021-10,33044.0,Oviedo,3133.0,Torrevieja,33.0,Asturias
2021-10,,,,,33,3,Alicante/Alacant,2021,2021-10,33066.0,Siero,3133.0,Torrevieja,33.0,Asturias
2021-10,,,,,30,3,Alicante/Alacant,2021,2021-10,34120.0,Palencia,3133.0,Torrevieja,34.0,Palencia
2021-10,,,,,42,3,Alicante/Alacant,2021,2021-10,35016.0,"Palmas de Gran Canaria, Las",3133.0,Torrevieja,35.0,"Palmas, Las"
2021-10,,,,,37,3,Alicante/Alacant,2021,2021-10,36057.0,Vigo,3133.0,Torrevieja,36.0,Pontevedra
2021-10,,,,,82,3,Alicante/Alacant,2021,2021-10,37274.0,Salamanca,3133.0,Torrevieja,37.0,Salamanca
2021-10,,,,,39,3,Alicante/Alacant,2021,2021-10,38038.0,Santa Cruz de Tenerife,3133.0,Torrevieja,38.0,Santa Cruz de Tenerife
2021-10,,,,,37,3,Alicante/Alacant,2021,2021-10,39020.0,Castro-Urdiales,3133.0,Torrevieja,39.0,Cantabria
2021-10,,,,,36,3,Alicante/Alacant,2021,2021-10,39075.0,Santander,3133.0,Torrevieja,39.0,Cantabria
2021-10,,,,,63,3,Alicante/Alacant,2021,2021-10,40194.0,Segovia,3133.0,Torrevieja,40.0,Segovia
2021-10,,,,,38,3,Alicante/Alacant,2021,2021-10,41091.0,Sevilla,3133.0,Torrevieja,41.0,Sevilla
2021-10,,,,,41,3,Alicante/Alacant,2021,2021-10,45081.0,Illescas,3133.0,Torrevieja,45.0,Toledo
2021-10,,,,,41,3,Alicante/Alacant,2021,2021-10,45161.0,Seseña,3133.0,Torrevieja,45.0,Toledo
2021-10,,,,,49,3,Alicante/Alacant,2021,2021-10,45165.0,Talavera de la Reina,3133.0,Torrevieja,45.0,Toledo
2021-10,,,,,88,3,Alicante/Alacant,2021,2021-10,45168.0,Toledo,3133.0,Torrevieja,45.0,Toledo
2021-10,,,,,31,3,Alicante/Alacant,2021,2021-10,46017.0,Alzira,3133.0,Torrevieja,46.0,Valencia/València
2021-10,,,,,35,3,Alicante/Alacant,2021,2021-10,46060.0,Benifaió,3133.0,Torrevieja,46.0,Valencia/València
2021-10,,,,,33,3,Alicante/Alacant,2021,2021-10,46094.0,Catarroja,3133.0,Torrevieja,46.0,Valencia/València
2021-10,,,,,43,3,Alicante/Alacant,2021,2021-10,46131.0,Gandia,3133.0,Torrevieja,46.0,Valencia/València
2021-10,,,,,52,3,Alicante/Alacant,2021,2021-10,46145.0,Xàtiva,3133.0,Torrevieja,46.0,Valencia/València
2021-10,,,,,38,3,Alicante/Alacant,2021,2021-10,46184.0,Ontinyent,3133.0,Torrevieja,46.0,Valencia/València
2021-10,,,,,42,3,Alicante/Alacant,2021,2021-10,46190.0,Paterna,3133.0,Torrevieja,46.0,Valencia/València
2021-10,,,,,49,3,Alicante/Alacant,2021,2021-10,46220.0,Sagunto/Sagunt,3133.0,Torrevieja,46.0,Valencia/València
2021-10,,,,,52,3,Alicante/Alacant,2021,2021-10,46244.0,Torrent,3133.0,Torrevieja,46.0,Valencia/València
2021-10,,,,,560,3,Alicante/Alacant,2021,2021-10,46250.0,València,3133.0,Torrevieja,46.0,Valencia/València
2021-10,,,,,31,3,Alicante/Alacant,2021,2021-10,47112.0,Pedrajas de San Esteban,3133.0,Torrevieja,47.0,Valladolid
2021-10,,,,,37,3,Alicante/Alacant,2021,2021-10,47175.0,Tudela de Duero,3133.0,Torrevieja,47.0,Valladolid
2021-10,,,,,273,3,Alicante/Alacant,2021,2021-10,47186.0,Valladolid,3133.0,Torrevieja,47.0,Valladolid
2021-10,,,,,56,3,Alicante/Alacant,2021,2021-10,48013.0,Barakaldo,3133.0,Torrevieja,48.0,Bizkaia
2021-10,,,,,61,3,Alicante/Alacant,2021,2021-10,48017.0,Bermeo,3133.0,Torrevieja,48.0,Bizkaia
2021-10,,,,,210,3,Alicante/Alacant,2021,2021-10,48020.0,Bilbao,3133.0,Torrevieja,48.0,Bizkaia
2021-10,,,,,36,3,Alicante/Alacant,2021,2021-10,48036.0,Galdakao,3133.0,Torrevieja,48.0,Bizkaia
2021-10,,,,,51,3,Alicante/Alacant,2021,2021-10,48044.0,Getxo,3133.0,Torrevieja,48.0,Bizkaia
2021-10,,,,,35,3,Alicante/Alacant,2021,2021-10,49275.0,Zamora,3133.0,Torrevieja,49.0,Zamora
2021-10,,,,,141,3,Alicante/Alacant,2021,2021-10,50297.0,Zaragoza,3133.0,Torrevieja,50.0,Zaragoza
2021-11,,,,,151,3,Alicante/Alacant,2021,2021-11,1059.0,Vitoria-Gasteiz,3133.0,Torrevieja,1.0,Araba/Álava
2021-11,,,,,454,3,Alicante/Alacant,2021,2021-11,2003.0,Albacete,3133.0,Torrevieja,2.0,Albacete
2021-11,,,,,46,3,Alicante/Alacant,2021,2021-11,2009.0,Almansa,3133.0,Torrevieja,2.0,Albacete
2021-11,,,,,54,3,Alicante/Alacant,2021,2021-11,2037.0,Hellín,3133.0,Torrevieja,2.0,Albacete
2021-11,,,,,31,3,Alicante/Alacant,2021,2021-11,2081.0,Villarrobledo,3133.0,Torrevieja,2.0,Albacete
2021-11,,,,,40,3,Alicante/Alacant,2021,2021-11,4003.0,Adra,3133.0,Torrevieja,4.0,Almería
2021-11,,,,,48,3,Alicante/Alacant,2021,2021-11,4013.0,Almería,3133.0,Torrevieja,4.0,Almería
2021-11,,,,,33,3,Alicante/Alacant,2021,2021-11,4053.0,Huércal-Overa,3133.0,Torrevieja,4.0,Almería
2021-11,,,,,42,3,Alicante/Alacant,2021,2021-11,7040.0,Palma,3133.0,Torrevieja,7.0,"Balears, Illes"
2021-11,,,,,169,3,Alicante/Alacant,2021,2021-11,8019.0,Barcelona,3133.0,Torrevieja,8.0,Barcelona
2021-11,,,,,96,3,Alicante/Alacant,2021,2021-11,9059.0,Burgos,3133.0,Torrevieja,9.0,Burgos
2021-11,,,,,61,3,Alicante/Alacant,2021,2021-11,12040.0,Castelló de la Plana,3133.0,Torrevieja,12.0,Castellón/Castelló
2021-11,,,,,55,3,Alicante/Alacant,2021,2021-11,13005.0,Alcázar de San Juan,3133.0,Torrevieja,13.0,Ciudad Real
2021-11,,,,,46,3,Alicante/Alacant,2021,2021-11,13034.0,Ciudad Real,3133.0,Torrevieja,13.0,Ciudad Real
2021-11,,,,,48,3,Alicante/Alacant,2021,2021-11,13082.0,Tomelloso,3133.0,Torrevieja,13.0,Ciudad Real
2021-11,,,,,36,3,Alicante/Alacant,2021,2021-11,13087.0,Valdepeñas,3133.0,Torrevieja,13.0,Ciudad Real
2021-11,,,,,46,3,Alicante/Alacant,2021,2021-11,18087.0,Granada,3133.0,Torrevieja,18.0,Granada
2021-11,,,,,41,3,Alicante/Alacant,2021,2021-11,19130.0,Guadalajara,3133.0,Torrevieja,19.0,Guadalajara
2021-11,,,,,52,3,Alicante/Alacant,2021,2021-11,20069.0,Donostia/San Sebastián,3133.0,Torrevieja,20.0,Gipuzkoa
2021-11,,,,,39,3,Alicante/Alacant,2021,2021-11,26089.0,Logroño,3133.0,Torrevieja,26.0,"Rioja, La"
2021-11,,,,,276,3,Alicante/Alacant,2021,2021-11,28005.0,Alcalá de Henares,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,98,3,Alicante/Alacant,2021,2021-11,28006.0,Alcobendas,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,194,3,Alicante/Alacant,2021,2021-11,28007.0,Alcorcón,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,41,3,Alicante/Alacant,2021,2021-11,28009.0,Algete,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,69,3,Alicante/Alacant,2021,2021-11,28013.0,Aranjuez,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,57,3,Alicante/Alacant,2021,2021-11,28014.0,Arganda del Rey,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,30,3,Alicante/Alacant,2021,2021-11,28015.0,Arroyomolinos,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,34,3,Alicante/Alacant,2021,2021-11,28022.0,Boadilla del Monte,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,68,3,Alicante/Alacant,2021,2021-11,28040.0,Ciempozuelos,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,65,3,Alicante/Alacant,2021,2021-11,28045.0,Colmenar Viejo,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,58,3,Alicante/Alacant,2021,2021-11,28047.0,Collado Villalba,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,108,3,Alicante/Alacant,2021,2021-11,28049.0,Coslada,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,198,3,Alicante/Alacant,2021,2021-11,28058.0,Fuenlabrada,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,31,3,Alicante/Alacant,2021,2021-11,28061.0,Galapagar,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,207,3,Alicante/Alacant,2021,2021-11,28065.0,Getafe,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,44,3,Alicante/Alacant,2021,2021-11,28066.0,Griñón,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,56,3,Alicante/Alacant,2021,2021-11,28073.0,Humanes de Madrid,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,244,3,Alicante/Alacant,2021,2021-11,28074.0,Leganés,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,2695,3,Alicante/Alacant,2021,2021-11,28079.0,Madrid,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,43,3,Alicante/Alacant,2021,2021-11,28084.0,Mejorada del Campo,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,43,3,Alicante/Alacant,2021,2021-11,28089.0,Moraleja de Enmedio,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,255,3,Alicante/Alacant,2021,2021-11,28092.0,Móstoles,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,34,3,Alicante/Alacant,2021,2021-11,28104.0,Paracuellos de Jarama,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,223,3,Alicante/Alacant,2021,2021-11,28106.0,Parla,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,45,3,Alicante/Alacant,2021,2021-11,28113.0,Pinto,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,37,3,Alicante/Alacant,2021,2021-11,28115.0,Pozuelo de Alarcón,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,93,3,Alicante/Alacant,2021,2021-11,28123.0,Rivas-Vaciamadrid,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,57,3,Alicante/Alacant,2021,2021-11,28127.0,"Rozas de Madrid, Las",3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,57,3,Alicante/Alacant,2021,2021-11,28130.0,San Fernando de Henares,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,30,3,Alicante/Alacant,2021,2021-11,28132.0,San Martín de la Vega,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,33,3,Alicante/Alacant,2021,2021-11,28133.0,San Martín de Valdeiglesias,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,87,3,Alicante/Alacant,2021,2021-11,28134.0,San Sebastián de los Reyes,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,184,3,Alicante/Alacant,2021,2021-11,28148.0,Torrejón de Ardoz,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,34,3,Alicante/Alacant,2021,2021-11,28160.0,Valdemorillo,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,82,3,Alicante/Alacant,2021,2021-11,28161.0,Valdemoro,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,63,3,Alicante/Alacant,2021,2021-11,28167.0,Velilla de San Antonio,3133.0,Torrevieja,28.0,Madrid
2021-11,,,,,33,3,Alicante/Alacant,2021,2021-11,29025.0,Benalmádena,3133.0,Torrevieja,29.0,Málaga
2021-11,,,,,30,3,Alicante/Alacant,2021,2021-11,29054.0,Fuengirola,3133.0,Torrevieja,29.0,Málaga
2021-11,,,,,64,3,Alicante/Alacant,2021,2021-11,29067.0,Málaga,3133.0,Torrevieja,29.0,Málaga
2021-11,,,,,46,3,Alicante/Alacant,2021,2021-11,29069.0,Marbella,3133.0,Torrevieja,29.0,Málaga
2021-11,,,,,36,3,Alicante/Alacant,2021,2021-11,30003.0,Águilas,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,74,3,Alicante/Alacant,2021,2021-11,30005.0,Alcantarilla,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,42,3,Alicante/Alacant,2021,2021-11,30008.0,Alhama de Murcia,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,59,3,Alicante/Alacant,2021,2021-11,30009.0,Archena,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,77,3,Alicante/Alacant,2021,2021-11,30010.0,Beniel,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,58,3,Alicante/Alacant,2021,2021-11,30012.0,Bullas,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,49,3,Alicante/Alacant,2021,2021-11,30015.0,Caravaca de la Cruz,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,485,3,Alicante/Alacant,2021,2021-11,30016.0,Cartagena,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,34,3,Alicante/Alacant,2021,2021-11,30017.0,Cehegín,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,30,3,Alicante/Alacant,2021,2021-11,30018.0,Ceutí,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,40,3,Alicante/Alacant,2021,2021-11,30019.0,Cieza,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,51,3,Alicante/Alacant,2021,2021-11,30020.0,Fortuna,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,32,3,Alicante/Alacant,2021,2021-11,30022.0,Jumilla,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,44,3,Alicante/Alacant,2021,2021-11,30024.0,Lorca,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,91,3,Alicante/Alacant,2021,2021-11,30026.0,Mazarrón,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,232,3,Alicante/Alacant,2021,2021-11,30027.0,Molina de Segura,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,40,3,Alicante/Alacant,2021,2021-11,30029.0,Mula,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,1941,3,Alicante/Alacant,2021,2021-11,30030.0,Murcia,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,315,3,Alicante/Alacant,2021,2021-11,30035.0,San Javier,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,267,3,Alicante/Alacant,2021,2021-11,30036.0,San Pedro del Pinatar,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,127,3,Alicante/Alacant,2021,2021-11,30037.0,Torre-Pacheco,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,61,3,Alicante/Alacant,2021,2021-11,30038.0,"Torres de Cotillas, Las",3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,47,3,Alicante/Alacant,2021,2021-11,30041.0,"Unión, La",3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,91,3,Alicante/Alacant,2021,2021-11,30043.0,Yecla,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,69,3,Alicante/Alacant,2021,2021-11,30901.0,Santomera,3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,123,3,Alicante/Alacant,2021,2021-11,30902.0,"Alcázares, Los",3133.0,Torrevieja,30.0,Murcia
2021-11,,,,,82,3,Alicante/Alacant,2021,2021-11,31201.0,Pamplona/Iruña,3133.0,Torrevieja,31.0,Navarra
2021-11,,,,,35,3,Alicante/Alacant,2021,2021-11,31232.0,Tudela,3133.0,Torrevieja,31.0,Navarra
2021-11,,,,,82,3,Alicante/Alacant,2021,2021-11,33024.0,Gijón,3133.0,Torrevieja,33.0,Asturias
2021-11,,,,,44,3,Alicante/Alacant,2021,2021-11,33036.0,Llanes,3133.0,Torrevieja,33.0,Asturias
2021-11,,,,,35,3,Alicante/Alacant,2021,2021-11,33044.0,Oviedo,3133.0,Torrevieja,33.0,Asturias
2021-11,,,,,43,3,Alicante/Alacant,2021,2021-11,37274.0,Salamanca,3133.0,Torrevieja,37.0,Salamanca
2021-11,,,,,47,3,Alicante/Alacant,2021,2021-11,38028.0,Puerto de la Cruz,3133.0,Torrevieja,38.0,Santa Cruz de Tenerife
2021-11,,,,,37,3,Alicante/Alacant,2021,2021-11,41091.0,Sevilla,3133.0,Torrevieja,41.0,Sevilla
2021-11,,,,,31,3,Alicante/Alacant,2021,2021-11,45081.0,Illescas,3133.0,Torrevieja,45.0,Toledo
2021-11,,,,,56,3,Alicante/Alacant,2021,2021-11,45161.0,Seseña,3133.0,Torrevieja,45.0,Toledo
2021-11,,,,,38,3,Alicante/Alacant,2021,2021-11,45165.0,Talavera de la Reina,3133.0,Torrevieja,45.0,Toledo
2021-11,,,,,50,3,Alicante/Alacant,2021,2021-11,45168.0,Toledo,3133.0,Torrevieja,45.0,Toledo
2021-11,,,,,31,3,Alicante/Alacant,2021,2021-11,45205.0,Yuncos,3133.0,Torrevieja,45.0,Toledo
2021-11,,,,,44,3,Alicante/Alacant,2021,2021-11,46008.0,Albalat de la Ribera,3133.0,Torrevieja,46.0,Valencia/València
2021-11,,,,,36,3,Alicante/Alacant,2021,2021-11,46017.0,Alzira,3133.0,Torrevieja,46.0,Valencia/València
2021-11,,,,,34,3,Alicante/Alacant,2021,2021-11,46031.0,Alginet,3133.0,Torrevieja,46.0,Valencia/València
2021-11,,,,,39,3,Alicante/Alacant,2021,2021-11,46131.0,Gandia,3133.0,Torrevieja,46.0,Valencia/València
2021-11,,,,,34,3,Alicante/Alacant,2021,2021-11,46145.0,Xàtiva,3133.0,Torrevieja,46.0,Valencia/València
2021-11,,,,,31,3,Alicante/Alacant,2021,2021-11,46184.0,Ontinyent,3133.0,Torrevieja,46.0,Valencia/València
2021-11,,,,,34,3,Alicante/Alacant,2021,2021-11,46190.0,Paterna,3133.0,Torrevieja,46.0,Valencia/València
2021-11,,,,,50,3,Alicante/Alacant,2021,2021-11,46220.0,Sagunto/Sagunt,3133.0,Torrevieja,46.0,Valencia/València
2021-11,,,,,40,3,Alicante/Alacant,2021,2021-11,46244.0,Torrent,3133.0,Torrevieja,46.0,Valencia/València
2021-11,,,,,501,3,Alicante/Alacant,2021,2021-11,46250.0,València,3133.0,Torrevieja,46.0,Valencia/València
2021-11,,,,,141,3,Alicante/Alacant,2021,2021-11,47186.0,Valladolid,3133.0,Torrevieja,47.0,Valladolid
2021-11,,,,,47,3,Alicante/Alacant,2021,2021-11,48013.0,Barakaldo,3133.0,Torrevieja,48.0,Bizkaia
2021-11,,,,,104,3,Alicante/Alacant,2021,2021-11,48020.0,Bilbao,3133.0,Torrevieja,48.0,Bizkaia
2021-11,,,,,85,3,Alicante/Alacant,2021,2021-11,50297.0,Zaragoza,3133.0,Torrevieja,50.0,Zaragoza
2021-12,,,,,154,3,Alicante/Alacant,2021,2021-12,1059.0,Vitoria-Gasteiz,3133.0,Torrevieja,1.0,Araba/Álava
2021-12,,,,,440,3,Alicante/Alacant,2021,2021-12,2003.0,Albacete,3133.0,Torrevieja,2.0,Albacete
2021-12,,,,,40,3,Alicante/Alacant,2021,2021-12,2009.0,Almansa,3133.0,Torrevieja,2.0,Albacete
2021-12,,,,,33,3,Alicante/Alacant,2021,2021-12,2029.0,Chinchilla de Monte-Aragón,3133.0,Torrevieja,2.0,Albacete
2021-12,,,,,49,3,Alicante/Alacant,2021,2021-12,2037.0,Hellín,3133.0,Torrevieja,2.0,Albacete
2021-12,,,,,31,3,Alicante/Alacant,2021,2021-12,2069.0,"Roda, La",3133.0,Torrevieja,2.0,Albacete
2021-12,,,,,86,3,Alicante/Alacant,2021,2021-12,2081.0,Villarrobledo,3133.0,Torrevieja,2.0,Albacete
2021-12,,,,,77,3,Alicante/Alacant,2021,2021-12,4013.0,Almería,3133.0,Torrevieja,4.0,Almería
2021-12,,,,,46,3,Alicante/Alacant,2021,2021-12,4079.0,Roquetas de Mar,3133.0,Torrevieja,4.0,Almería
2021-12,,,,,36,3,Alicante/Alacant,2021,2021-12,5019.0,Ávila,3133.0,Torrevieja,5.0,Ávila
2021-12,,,,,37,3,Alicante/Alacant,2021,2021-12,7040.0,Palma,3133.0,Torrevieja,7.0,"Balears, Illes"
2021-12,,,,,40,3,Alicante/Alacant,2021,2021-12,8015.0,Badalona,3133.0,Torrevieja,8.0,Barcelona
2021-12,,,,,176,3,Alicante/Alacant,2021,2021-12,8019.0,Barcelona,3133.0,Torrevieja,8.0,Barcelona
2021-12,,,,,36,3,Alicante/Alacant,2021,2021-12,8101.0,"Hospitalet de Llobregat, L'",3133.0,Torrevieja,8.0,Barcelona
2021-12,,,,,98,3,Alicante/Alacant,2021,2021-12,9059.0,Burgos,3133.0,Torrevieja,9.0,Burgos
2021-12,,,,,30,3,Alicante/Alacant,2021,2021-12,9219.0,Miranda de Ebro,3133.0,Torrevieja,9.0,Burgos
2021-12,,,,,45,3,Alicante/Alacant,2021,2021-12,12040.0,Castelló de la Plana,3133.0,Torrevieja,12.0,Castellón/Castelló
2021-12,,,,,100,3,Alicante/Alacant,2021,2021-12,13034.0,Ciudad Real,3133.0,Torrevieja,13.0,Ciudad Real
2021-12,,,,,30,3,Alicante/Alacant,2021,2021-12,13047.0,Herencia,3133.0,Torrevieja,13.0,Ciudad Real
2021-12,,,,,45,3,Alicante/Alacant,2021,2021-12,13053.0,Manzanares,3133.0,Torrevieja,13.0,Ciudad Real
2021-12,,,,,30,3,Alicante/Alacant,2021,2021-12,13061.0,Pedro Muñoz,3133.0,Torrevieja,13.0,Ciudad Real
2021-12,,,,,40,3,Alicante/Alacant,2021,2021-12,13071.0,Puertollano,3133.0,Torrevieja,13.0,Ciudad Real
2021-12,,,,,81,3,Alicante/Alacant,2021,2021-12,13082.0,Tomelloso,3133.0,Torrevieja,13.0,Ciudad Real
2021-12,,,,,34,3,Alicante/Alacant,2021,2021-12,14021.0,Córdoba,3133.0,Torrevieja,14.0,Córdoba
2021-12,,,,,46,3,Alicante/Alacant,2021,2021-12,17048.0,Castell-Platja d'Aro,3133.0,Torrevieja,17.0,Girona
2021-12,,,,,52,3,Alicante/Alacant,2021,2021-12,17079.0,Girona,3133.0,Torrevieja,17.0,Girona
2021-12,,,,,75,3,Alicante/Alacant,2021,2021-12,18087.0,Granada,3133.0,Torrevieja,18.0,Granada
2021-12,,,,,52,3,Alicante/Alacant,2021,2021-12,19024.0,Alovera,3133.0,Torrevieja,19.0,Guadalajara
2021-12,,,,,47,3,Alicante/Alacant,2021,2021-12,19046.0,Azuqueca de Henares,3133.0,Torrevieja,19.0,Guadalajara
2021-12,,,,,82,3,Alicante/Alacant,2021,2021-12,19130.0,Guadalajara,3133.0,Torrevieja,19.0,Guadalajara
2021-12,,,,,60,3,Alicante/Alacant,2021,2021-12,20069.0,Donostia/San Sebastián,3133.0,Torrevieja,20.0,Gipuzkoa
2021-12,,,,,65,3,Alicante/Alacant,2021,2021-12,24089.0,León,3133.0,Torrevieja,24.0,León
2021-12,,,,,60,3,Alicante/Alacant,2021,2021-12,26089.0,Logroño,3133.0,Torrevieja,26.0,"Rioja, La"
2021-12,,,,,336,3,Alicante/Alacant,2021,2021-12,28005.0,Alcalá de Henares,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,155,3,Alicante/Alacant,2021,2021-12,28006.0,Alcobendas,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,288,3,Alicante/Alacant,2021,2021-12,28007.0,Alcorcón,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,67,3,Alicante/Alacant,2021,2021-12,28013.0,Aranjuez,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,96,3,Alicante/Alacant,2021,2021-12,28014.0,Arganda del Rey,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,59,3,Alicante/Alacant,2021,2021-12,28015.0,Arroyomolinos,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,62,3,Alicante/Alacant,2021,2021-12,28022.0,Boadilla del Monte,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,56,3,Alicante/Alacant,2021,2021-12,28040.0,Ciempozuelos,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,115,3,Alicante/Alacant,2021,2021-12,28045.0,Colmenar Viejo,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,89,3,Alicante/Alacant,2021,2021-12,28047.0,Collado Villalba,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,176,3,Alicante/Alacant,2021,2021-12,28049.0,Coslada,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,33,3,Alicante/Alacant,2021,2021-12,28053.0,Daganzo de Arriba,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,33,3,Alicante/Alacant,2021,2021-12,28054.0,"Escorial, El",3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,395,3,Alicante/Alacant,2021,2021-12,28058.0,Fuenlabrada,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,383,3,Alicante/Alacant,2021,2021-12,28065.0,Getafe,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,52,3,Alicante/Alacant,2021,2021-12,28073.0,Humanes de Madrid,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,388,3,Alicante/Alacant,2021,2021-12,28074.0,Leganés,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,3712,3,Alicante/Alacant,2021,2021-12,28079.0,Madrid,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,45,3,Alicante/Alacant,2021,2021-12,28080.0,Majadahonda,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,57,3,Alicante/Alacant,2021,2021-12,28083.0,Meco,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,43,3,Alicante/Alacant,2021,2021-12,28084.0,Mejorada del Campo,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,43,3,Alicante/Alacant,2021,2021-12,28089.0,Moraleja de Enmedio,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,346,3,Alicante/Alacant,2021,2021-12,28092.0,Móstoles,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,68,3,Alicante/Alacant,2021,2021-12,28096.0,Navalcarnero,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,43,3,Alicante/Alacant,2021,2021-12,28104.0,Paracuellos de Jarama,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,285,3,Alicante/Alacant,2021,2021-12,28106.0,Parla,3133.0,Torrevieja,28.0,Madrid
2021-12,,,,,97,3,Alicante/Alacant,2021,2021-12,28113.0,Pinto,3133.0,Torrevieja,28.0,Madrid
