fecha;mun_orig;dest;turistas;prov_orig
2025-06-01;Illescas;Torrevieja;98;Toledo
2025-06-01;Ocaña;Torrevieja;64;Toledo
2025-06-01;Ontígola;Torrevieja;73;Toledo
2025-06-01;Puebla de Montalbán, La;Torrevieja;37;Toledo
2025-06-01;Quintanar de la Orden;Torrevieja;53;Toledo
2025-06-01;Seseña;Torrevieja;52;Toledo
2025-06-01;Sonseca;Torrevieja;30;Toledo
2025-06-01;Talavera de la Reina;Torrevieja;132;Toledo
2025-06-01;Toledo;Torrevieja;216;Toledo
2025-06-01;Torrijos;Torrevieja;49;Toledo
2025-06-01;Yeles;Torrevieja;45;Toledo
2025-06-01;Yuncos;Torrevieja;35;Toledo
2025-06-01;Alaquàs;Torrevieja;43;Valencia/València
2025-06-01;Albal;Torrevieja;39;Valencia/València
2025-06-01;Alboraia/Alboraya;Torrevieja;31;Valencia/València
2025-06-01;Alzira;Torrevieja;49;Valencia/València
2025-06-01;Buñol;Torrevieja;31;Valencia/València
2025-06-01;Burjassot;Torrevieja;32;Valencia/València
2025-06-01;Catarroja;Torrevieja;38;Valencia/València
2025-06-01;Quart de Poblet;Torrevieja;59;Valencia/València
2025-06-01;Cullera;Torrevieja;38;Valencia/València
2025-06-01;Gandia;Torrevieja;55;Valencia/València
2025-06-01;Llíria;Torrevieja;30;Valencia/València
2025-06-01;Manises;Torrevieja;55;Valencia/València
2025-06-01;Ontinyent;Torrevieja;81;Valencia/València
2025-06-01;Paiporta;Torrevieja;32;Valencia/València
2025-06-01;Paterna;Torrevieja;40;Valencia/València
2025-06-01;Requena;Torrevieja;36;Valencia/València
2025-06-01;Riba-roja de Túria;Torrevieja;46;Valencia/València
2025-06-01;Sagunto/Sagunt;Torrevieja;45;Valencia/València
2025-06-01;Silla;Torrevieja;36;Valencia/València
2025-06-01;Sueca;Torrevieja;48;Valencia/València
2025-06-01;Torrent;Torrevieja;39;Valencia/València
2025-06-01;València;Torrevieja;832;Valencia/València
2025-06-01;Nava del Rey;Torrevieja;32;Valladolid
2025-06-01;Valladolid;Torrevieja;280;Valladolid
2025-06-01;Amorebieta-Etxano;Torrevieja;36;Bizkaia
2025-06-01;Barakaldo;Torrevieja;57;Bizkaia
2025-06-01;Basauri;Torrevieja;32;Bizkaia
2025-06-01;Bilbao;Torrevieja;251;Bizkaia
2025-06-01;Getxo;Torrevieja;60;Bizkaia
2025-06-01;Santurtzi;Torrevieja;37;Bizkaia
2025-06-01;Zaragoza;Torrevieja;186;Zaragoza
2025-07-01;Vitoria-Gasteiz;Torrevieja;430;Araba/Álava
2025-07-01;Albacete;Torrevieja;2874;Albacete
2025-07-01;Almansa;Torrevieja;287;Albacete
2025-07-01;Barrax;Torrevieja;54;Albacete
2025-07-01;Caudete;Torrevieja;76;Albacete
2025-07-01;Chinchilla de Monte-Aragón;Torrevieja;107;Albacete
2025-07-01;Hellín;Torrevieja;280;Albacete
2025-07-01;Ontur;Torrevieja;53;Albacete
2025-07-01;Roda, La;Torrevieja;128;Albacete
2025-07-01;Tobarra;Torrevieja;53;Albacete
2025-07-01;Villarrobledo;Torrevieja;258;Albacete
2025-07-01;Pozo Cañada;Torrevieja;100;Albacete
2025-07-01;Almería;Torrevieja;160;Almería
2025-07-01;Carboneras;Torrevieja;37;Almería
2025-07-01;Roquetas de Mar;Torrevieja;72;Almería
2025-07-01;Ávila;Torrevieja;139;Ávila
2025-07-01;Badajoz;Torrevieja;39;Badajoz
2025-07-01;Palma;Torrevieja;61;Balears, Illes
2025-07-01;Badalona;Torrevieja;44;Barcelona
2025-07-01;Barcelona;Torrevieja;236;Barcelona
2025-07-01;Sabadell;Torrevieja;37;Barcelona
2025-07-01;Aranda de Duero;Torrevieja;94;Burgos
2025-07-01;Burgos;Torrevieja;548;Burgos
2025-07-01;Cáceres;Torrevieja;66;Cáceres
2025-07-01;Castelló de la Plana;Torrevieja;76;Castellón/Castelló
2025-07-01;Nules;Torrevieja;35;Castellón/Castelló
2025-07-01;Alcázar de San Juan;Torrevieja;237;Ciudad Real
2025-07-01;Almagro;Torrevieja;38;Ciudad Real
2025-07-01;Argamasilla de Alba;Torrevieja;68;Ciudad Real
2025-07-01;Argamasilla de Calatrava;Torrevieja;40;Ciudad Real
2025-07-01;Bolaños de Calatrava;Torrevieja;49;Ciudad Real
2025-07-01;Campo de Criptana;Torrevieja;47;Ciudad Real
2025-07-01;Ciudad Real;Torrevieja;426;Ciudad Real
2025-07-01;Daimiel;Torrevieja;55;Ciudad Real
2025-07-01;Herencia;Torrevieja;137;Ciudad Real
2025-07-01;Malagón;Torrevieja;55;Ciudad Real
2025-07-01;Manzanares;Torrevieja;80;Ciudad Real
2025-07-01;Membrilla;Torrevieja;31;Ciudad Real
2025-07-01;Miguelturra;Torrevieja;97;Ciudad Real
2025-07-01;Moral de Calatrava;Torrevieja;59;Ciudad Real
2025-07-01;Pedro Muñoz;Torrevieja;43;Ciudad Real
2025-07-01;Puertollano;Torrevieja;254;Ciudad Real
2025-07-01;Socuéllamos;Torrevieja;62;Ciudad Real
2025-07-01;Tomelloso;Torrevieja;232;Ciudad Real
2025-07-01;Valdepeñas;Torrevieja;158;Ciudad Real
2025-07-01;Villanueva de la Fuente;Torrevieja;41;Ciudad Real
2025-07-01;Córdoba;Torrevieja;84;Córdoba
2025-07-01;Coruña, A;Torrevieja;41;Coruña, A
2025-07-01;Ferrol;Torrevieja;30;Coruña, A
2025-07-01;Santiago de Compostela;Torrevieja;41;Coruña, A
2025-07-01;Cuenca;Torrevieja;147;Cuenca
2025-07-01;Horcajo de Santiago;Torrevieja;49;Cuenca
2025-07-01;San Clemente;Torrevieja;34;Cuenca
2025-07-01;Tarancón;Torrevieja;132;Cuenca
2025-07-01;Armilla;Torrevieja;30;Granada
2025-07-01;Granada;Torrevieja;139;Granada
2025-07-01;Alovera;Torrevieja;94;Guadalajara
2025-07-01;Azuqueca de Henares;Torrevieja;170;Guadalajara
2025-07-01;Cabanillas del Campo;Torrevieja;57;Guadalajara
2025-07-01;Casar, El;Torrevieja;55;Guadalajara
2025-07-01;Galápagos;Torrevieja;32;Guadalajara
2025-07-01;Guadalajara;Torrevieja;256;Guadalajara
2025-07-01;Horche;Torrevieja;38;Guadalajara
2025-07-01;Marchamalo;Torrevieja;51;Guadalajara
2025-07-01;Torrejón del Rey;Torrevieja;31;Guadalajara
2025-07-01;Villanueva de la Torre;Torrevieja;69;Guadalajara
2025-07-01;Yebes;Torrevieja;30;Guadalajara
2025-07-01;Irun;Torrevieja;76;Gipuzkoa
2025-07-01;Donostia/San Sebastián;Torrevieja;169;Gipuzkoa
2025-07-01;Lasarte-Oria;Torrevieja;38;Gipuzkoa
2025-07-01;Huesca;Torrevieja;38;Huesca
2025-07-01;Guarromán;Torrevieja;30;Jaén
2025-07-01;Jaén;Torrevieja;36;Jaén
2025-07-01;Linares;Torrevieja;36;Jaén
2025-07-01;Úbeda;Torrevieja;42;Jaén
2025-07-01;Villacarrillo;Torrevieja;40;Jaén
2025-07-01;Bañeza, La;Torrevieja;32;León
2025-07-01;León;Torrevieja;175;León
2025-07-01;Ponferrada;Torrevieja;53;León
2025-07-01;San Andrés del Rabanedo;Torrevieja;38;León
2025-07-01;Lleida;Torrevieja;35;Lleida
2025-07-01;Calahorra;Torrevieja;37;Rioja, La
2025-07-01;Logroño;Torrevieja;133;Rioja, La
2025-07-01;Lugo;Torrevieja;40;Lugo
2025-07-01;Álamo, El;Torrevieja;68;Madrid
2025-07-01;Alcalá de Henares;Torrevieja;1416;Madrid
2025-07-01;Alcobendas;Torrevieja;542;Madrid
2025-07-01;Alcorcón;Torrevieja;1227;Madrid
2025-07-01;Algete;Torrevieja;133;Madrid
2025-07-01;Alpedrete;Torrevieja;80;Madrid
2025-07-01;Aranjuez;Torrevieja;374;Madrid
2025-07-01;Arganda del Rey;Torrevieja;408;Madrid
2025-07-01;Arroyomolinos;Torrevieja;262;Madrid
2025-07-01;Boadilla del Monte;Torrevieja;210;Madrid
2025-07-01;Brunete;Torrevieja;96;Madrid
2025-07-01;Camarma de Esteruelas;Torrevieja;68;Madrid
2025-07-01;Campo Real;Torrevieja;56;Madrid
2025-07-01;Carabaña;Torrevieja;36;Madrid
2025-07-01;Casarrubuelos;Torrevieja;61;Madrid
2025-07-01;Ciempozuelos;Torrevieja;168;Madrid
2025-07-01;Cobeña;Torrevieja;95;Madrid
2025-07-01;Colmenar de Oreja;Torrevieja;42;Madrid
2025-07-01;Colmenar Viejo;Torrevieja;455;Madrid
2025-07-01;Collado Mediano;Torrevieja;41;Madrid
2025-07-01;Collado Villalba;Torrevieja;271;Madrid
2025-07-01;Coslada;Torrevieja;578;Madrid
2025-07-01;Cubas de la Sagra;Torrevieja;78;Madrid
2025-07-01;Daganzo de Arriba;Torrevieja;98;Madrid
2025-07-01;Escorial, El;Torrevieja;84;Madrid
2025-07-01;Fuenlabrada;Torrevieja;1650;Madrid
2025-07-01;Fuente el Saz de Jarama;Torrevieja;76;Madrid
2025-07-01;Galapagar;Torrevieja;137;Madrid
2025-07-01;Getafe;Torrevieja;1360;Madrid
2025-07-01;Griñón;Torrevieja;88;Madrid
2025-07-01;Guadalix de la Sierra;Torrevieja;42;Madrid
2025-07-01;Guadarrama;Torrevieja;80;Madrid
2025-07-01;Humanes de Madrid;Torrevieja;138;Madrid
2025-07-01;Leganés;Torrevieja;1434;Madrid
2025-07-01;Loeches;Torrevieja;117;Madrid
2025-07-01;Madrid;Torrevieja;13087;Madrid
2025-07-01;Majadahonda;Torrevieja;136;Madrid
2025-07-01;Meco;Torrevieja;126;Madrid
2025-07-01;Mejorada del Campo;Torrevieja;319;Madrid
2025-07-01;Molar, El;Torrevieja;56;Madrid
2025-07-01;Moraleja de Enmedio;Torrevieja;70;Madrid
2025-07-01;Moralzarzal;Torrevieja;67;Madrid
2025-07-01;Morata de Tajuña;Torrevieja;64;Madrid
2025-07-01;Móstoles;Torrevieja;1418;Madrid
2025-07-01;Navalcarnero;Torrevieja;259;Madrid
2025-07-01;Paracuellos de Jarama;Torrevieja;127;Madrid
2025-07-01;Parla;Torrevieja;941;Madrid
2025-07-01;Pedrezuela;Torrevieja;89;Madrid
2025-07-01;Pinto;Torrevieja;379;Madrid
2025-07-01;Pozuelo de Alarcón;Torrevieja;181;Madrid
2025-07-01;Rivas-Vaciamadrid;Torrevieja;585;Madrid
2025-07-01;Rozas de Madrid, Las;Torrevieja;272;Madrid
2025-07-01;San Agustín del Guadalix;Torrevieja;73;Madrid
2025-07-01;San Fernando de Henares;Torrevieja;436;Madrid
2025-07-01;San Lorenzo de El Escorial;Torrevieja;51;Madrid
2025-07-01;San Martín de la Vega;Torrevieja;186;Madrid
2025-07-01;San Martín de Valdeiglesias;Torrevieja;36;Madrid
2025-07-01;San Sebastián de los Reyes;Torrevieja;540;Madrid
2025-07-01;Santos de la Humosa, Los;Torrevieja;43;Madrid
2025-07-01;Serranillos del Valle;Torrevieja;31;Madrid
2025-07-01;Sevilla la Nueva;Torrevieja;53;Madrid
2025-07-01;Talamanca de Jarama;Torrevieja;47;Madrid
2025-07-01;Torrejón de Ardoz;Torrevieja;873;Madrid
2025-07-01;Torrejón de la Calzada;Torrevieja;85;Madrid
2025-07-01;Torrejón de Velasco;Torrevieja;41;Madrid
2025-07-01;Torrelodones;Torrevieja;75;Madrid
2025-07-01;Torres de la Alameda;Torrevieja;55;Madrid
2025-07-01;Valdemorillo;Torrevieja;37;Madrid
2025-07-01;Valdemoro;Torrevieja;577;Madrid
2025-07-01;Valdeolmos-Alalpardo;Torrevieja;32;Madrid
2025-07-01;Valdetorres de Jarama;Torrevieja;36;Madrid
2025-07-01;Valdilecha;Torrevieja;52;Madrid
2025-07-01;Velilla de San Antonio;Torrevieja;163;Madrid
2025-07-01;Villa del Prado;Torrevieja;30;Madrid
2025-07-01;Villalbilla;Torrevieja;80;Madrid
2025-07-01;Villamanta;Torrevieja;30;Madrid
2025-07-01;Villanueva de la Cañada;Torrevieja;58;Madrid
2025-07-01;Villanueva del Pardillo;Torrevieja;49;Madrid
2025-07-01;Villarejo de Salvanés;Torrevieja;47;Madrid
2025-07-01;Villaviciosa de Odón;Torrevieja;117;Madrid
2025-07-01;Tres Cantos;Torrevieja;152;Madrid
2025-07-01;Málaga;Torrevieja;92;Málaga
2025-07-01;Abanilla;Torrevieja;95;Murcia
2025-07-01;Abarán;Torrevieja;65;Murcia
2025-07-01;Águilas;Torrevieja;89;Murcia
2025-07-01;Alcantarilla;Torrevieja;594;Murcia
2025-07-01;Alguazas;Torrevieja;189;Murcia
2025-07-01;Alhama de Murcia;Torrevieja;92;Murcia
2025-07-01;Archena;Torrevieja;243;Murcia
2025-07-01;Beniel;Torrevieja;463;Murcia
2025-07-01;Blanca;Torrevieja;130;Murcia
2025-07-01;Calasparra;Torrevieja;77;Murcia
2025-07-01;Caravaca de la Cruz;Torrevieja;264;Murcia
2025-07-01;Cartagena;Torrevieja;982;Murcia
2025-07-01;Ceutí;Torrevieja;159;Murcia
2025-07-01;Cieza;Torrevieja;364;Murcia
2025-07-01;Fortuna;Torrevieja;88;Murcia
2025-07-01;Fuente Álamo de Murcia;Torrevieja;66;Murcia
2025-07-01;Jumilla;Torrevieja;346;Murcia
2025-07-01;Lorca;Torrevieja;60;Murcia
2025-07-01;Lorquí;Torrevieja;90;Murcia
2025-07-01;Mazarrón;Torrevieja;99;Murcia
2025-07-01;Molina de Segura;Torrevieja;1388;Murcia
2025-07-01;Mula;Torrevieja;59;Murcia
2025-07-01;Murcia;Torrevieja;10612;Murcia
2025-07-01;Ricote;Torrevieja;123;Murcia
2025-07-01;San Javier;Torrevieja;195;Murcia
2025-07-01;San Pedro del Pinatar;Torrevieja;361;Murcia
2025-07-01;Torre-Pacheco;Torrevieja;269;Murcia
2025-07-01;Torres de Cotillas, Las;Torrevieja;447;Murcia
2025-07-01;Totana;Torrevieja;59;Murcia
2025-07-01;Unión, La;Torrevieja;39;Murcia
2025-07-01;Yecla;Torrevieja;232;Murcia
2025-07-01;Santomera;Torrevieja;696;Murcia
2025-07-01;Alcázares, Los;Torrevieja;107;Murcia
2025-07-01;Burlada/Burlata;Torrevieja;34;Navarra
2025-07-01;Valle de Egüés/Eguesibar;Torrevieja;50;Navarra
2025-07-01;Estella-Lizarra;Torrevieja;45;Navarra
2025-07-01;Pamplona/Iruña;Torrevieja;258;Navarra
2025-07-01;Ourense;Torrevieja;32;Ourense
2025-07-01;Avilés;Torrevieja;51;Asturias
2025-07-01;Gijón;Torrevieja;159;Asturias
2025-07-01;Langreo;Torrevieja;45;Asturias
2025-07-01;Mieres;Torrevieja;37;Asturias
2025-07-01;Oviedo;Torrevieja;137;Asturias
2025-07-01;Siero;Torrevieja;41;Asturias
2025-07-01;Palencia;Torrevieja;71;Palencia
2025-07-01;Palmas de Gran Canaria, Las;Torrevieja;31;Palmas, Las
2025-07-01;Vigo;Torrevieja;38;Pontevedra
2025-07-01;Salamanca;Torrevieja;213;Salamanca
2025-07-01;Santander;Torrevieja;32;Cantabria
2025-07-01;Palazuelos de Eresma;Torrevieja;33;Segovia
2025-07-01;Segovia;Torrevieja;216;Segovia
2025-07-01;Sevilla;Torrevieja;72;Sevilla
2025-07-01;Tomares;Torrevieja;67;Sevilla
2025-07-01;Cañada Rosal;Torrevieja;36;Sevilla
2025-07-01;Soria;Torrevieja;56;Soria
2025-07-01;Tarragona;Torrevieja;40;Tarragona
2025-07-01;Alcañiz;Torrevieja;30;Teruel
2025-07-01;Teruel;Torrevieja;36;Teruel
2025-07-01;Alameda de la Sagra;Torrevieja;31;Toledo
2025-07-01;Bargas;Torrevieja;52;Toledo
2025-07-01;Borox;Torrevieja;31;Toledo
2025-07-01;Calera y Chozas;Torrevieja;36;Toledo
2025-07-01;Camarena;Torrevieja;37;Toledo
2025-07-01;Carranque;Torrevieja;44;Toledo
2025-07-01;Casarrubios del Monte;Torrevieja;43;Toledo
2025-07-01;Cedillo del Condado;Torrevieja;39;Toledo
2025-07-01;Cobisa;Torrevieja;32;Toledo
2025-07-01;Chozas de Canales;Torrevieja;45;Toledo
2025-07-01;Esquivias;Torrevieja;44;Toledo
2025-07-01;Fuensalida;Torrevieja;44;Toledo
2025-07-01;Illescas;Torrevieja;207;Toledo
2025-07-01;Madridejos;Torrevieja;33;Toledo
2025-07-01;Magán;Torrevieja;40;Toledo
2025-07-01;Méntrida;Torrevieja;62;Toledo
2025-07-01;Miguel Esteban;Torrevieja;34;Toledo
2025-07-01;Mocejón;Torrevieja;31;Toledo
2025-07-01;Mora;Torrevieja;40;Toledo
2025-07-01;Numancia de la Sagra;Torrevieja;58;Toledo
2025-07-01;Ocaña;Torrevieja;91;Toledo
2025-07-01;Olías del Rey;Torrevieja;39;Toledo
2025-07-01;Ontígola;Torrevieja;41;Toledo
2025-07-01;Pantoja;Torrevieja;31;Toledo
2025-07-01;Puebla de Almoradiel, La;Torrevieja;51;Toledo
2025-07-01;Quintanar de la Orden;Torrevieja;83;Toledo
2025-07-01;Recas;Torrevieja;58;Toledo
2025-07-01;Santa Cruz de la Zarza;Torrevieja;30;Toledo
2025-07-01;Seseña;Torrevieja;179;Toledo
2025-07-01;Sonseca;Torrevieja;36;Toledo
2025-07-01;Talavera de la Reina;Torrevieja;176;Toledo
2025-07-01;Toledo;Torrevieja;300;Toledo
2025-07-01;Torrijos;Torrevieja;57;Toledo
2025-07-01;Ugena;Torrevieja;50;Toledo
2025-07-01;Valmojado;Torrevieja;44;Toledo
2025-07-01;Villacañas;Torrevieja;34;Toledo
2025-07-01;Villarrubia de Santiago;Torrevieja;36;Toledo
2025-07-01;Villatobas;Torrevieja;45;Toledo
2025-07-01;Viso de San Juan, El;Torrevieja;39;Toledo
2025-07-01;Yébenes, Los;Torrevieja;32;Toledo
2025-07-01;Yeles;Torrevieja;56;Toledo
2025-07-01;Yepes;Torrevieja;47;Toledo
2025-07-01;Yuncler;Torrevieja;30;Toledo
2025-07-01;Yuncos;Torrevieja;99;Toledo
2025-07-01;Alaquàs;Torrevieja;35;Valencia/València
2025-07-01;Alberic;Torrevieja;40;Valencia/València
2025-07-01;Alboraia/Alboraya;Torrevieja;48;Valencia/València
2025-07-01;Alzira;Torrevieja;40;Valencia/València
2025-07-01;Alcúdia, l';Torrevieja;48;Valencia/València
2025-07-01;Aldaia;Torrevieja;31;Valencia/València
2025-07-01;Alfafar;Torrevieja;44;Valencia/València
2025-07-01;Bétera;Torrevieja;37;Valencia/València
2025-07-01;Burjassot;Torrevieja;100;Valencia/València
2025-07-01;Catarroja;Torrevieja;39;Valencia/València
2025-07-01;Xirivella;Torrevieja;55;Valencia/València
2025-07-01;Eliana, l';Torrevieja;36;Valencia/València
2025-07-01;Gandia;Torrevieja;55;Valencia/València
2025-07-01;Llíria;Torrevieja;38;Valencia/València
2025-07-01;Manises;Torrevieja;47;Valencia/València
2025-07-01;Mislata;Torrevieja;54;Valencia/València
2025-07-01;Moncada;Torrevieja;37;Valencia/València
2025-07-01;Ontinyent;Torrevieja;51;Valencia/València
2025-07-01;Paiporta;Torrevieja;49;Valencia/València
2025-07-01;Paterna;Torrevieja;72;Valencia/València
2025-07-01;Picassent;Torrevieja;42;Valencia/València
2025-07-01;Requena;Torrevieja;30;Valencia/València
2025-07-01;Riba-roja de Túria;Torrevieja;48;Valencia/València
2025-07-01;Sagunto/Sagunt;Torrevieja;34;Valencia/València
2025-07-01;Torrent;Torrevieja;110;Valencia/València
2025-07-01;Utiel;Torrevieja;54;Valencia/València
2025-07-01;València;Torrevieja;844;Valencia/València
2025-07-01;Arroyo de la Encomienda;Torrevieja;54;Valladolid
2025-07-01;Laguna de Duero;Torrevieja;42;Valladolid
2025-07-01;Medina del Campo;Torrevieja;66;Valladolid
2025-07-01;Valladolid;Torrevieja;658;Valladolid
2025-07-01;Barakaldo;Torrevieja;97;Bizkaia
2025-07-01;Basauri;Torrevieja;34;Bizkaia
2025-07-01;Bermeo;Torrevieja;46;Bizkaia
2025-07-01;Bilbao;Torrevieja;336;Bizkaia
2025-07-01;Ermua;Torrevieja;49;Bizkaia
2025-07-01;Getxo;Torrevieja;46;Bizkaia
2025-07-01;Leioa;Torrevieja;49;Bizkaia
2025-07-01;Santurtzi;Torrevieja;63;Bizkaia
2025-07-01;Sestao;Torrevieja;31;Bizkaia
2025-07-01;Zamora;Torrevieja;63;Zamora
2025-07-01;Calatayud;Torrevieja;32;Zaragoza
2025-07-01;Zaragoza;Torrevieja;362;Zaragoza
2025-08-01;Alegría-Dulantzi;Torrevieja;36;Araba/Álava
2025-08-01;Amurrio;Torrevieja;58;Araba/Álava
2025-08-01;Vitoria-Gasteiz;Torrevieja;920;Araba/Álava
2025-08-01;Iruña Oka/Iruña de Oca;Torrevieja;39;Araba/Álava
2025-08-01;Albacete;Torrevieja;2940;Albacete
2025-08-01;Almansa;Torrevieja;229;Albacete
2025-08-01;Barrax;Torrevieja;52;Albacete
2025-08-01;Caudete;Torrevieja;81;Albacete
2025-08-01;Chinchilla de Monte-Aragón;Torrevieja;69;Albacete
2025-08-01;Elche de la Sierra;Torrevieja;50;Albacete
2025-08-01;Fuente-Álamo;Torrevieja;43;Albacete
2025-08-01;Gineta, La;Torrevieja;47;Albacete
2025-08-01;Hellín;Torrevieja;318;Albacete
2025-08-01;Madrigueras;Torrevieja;41;Albacete
2025-08-01;Roda, La;Torrevieja;143;Albacete
2025-08-01;Tarazona de la Mancha;Torrevieja;32;Albacete
2025-08-01;Tobarra;Torrevieja;48;Albacete
2025-08-01;Valdeganga;Torrevieja;37;Albacete
2025-08-01;Villarrobledo;Torrevieja;394;Albacete
2025-08-01;Pozo Cañada;Torrevieja;109;Albacete
2025-08-01;Almería;Torrevieja;130;Almería
2025-08-01;Carboneras;Torrevieja;70;Almería
2025-08-01;Roquetas de Mar;Torrevieja;54;Almería
2025-08-01;Ejido, El;Torrevieja;34;Almería
2025-08-01;Ávila;Torrevieja;191;Ávila
2025-08-01;Cebreros;Torrevieja;33;Ávila
2025-08-01;Badajoz;Torrevieja;63;Badajoz
2025-08-01;Don Benito;Torrevieja;36;Badajoz
2025-08-01;Palma;Torrevieja;99;Balears, Illes
2025-08-01;Badalona;Torrevieja;36;Barcelona
2025-08-01;Barcelona;Torrevieja;422;Barcelona
2025-08-01;Hospitalet de Llobregat, L';Torrevieja;81;Barcelona
2025-08-01;Manresa;Torrevieja;49;Barcelona
2025-08-01;Montcada i Reixac;Torrevieja;53;Barcelona
2025-08-01;Ripollet;Torrevieja;45;Barcelona
2025-08-01;Rubí;Torrevieja;66;Barcelona
2025-08-01;Sabadell;Torrevieja;59;Barcelona
2025-08-01;Sant Boi de Llobregat;Torrevieja;57;Barcelona
2025-08-01;Santa Coloma de Gramenet;Torrevieja;41;Barcelona
2025-08-01;Terrassa;Torrevieja;69;Barcelona
2025-08-01;Aranda de Duero;Torrevieja;65;Burgos
2025-08-01;Burgos;Torrevieja;679;Burgos
2025-08-01;Condado de Treviño;Torrevieja;35;Burgos
2025-08-01;Miranda de Ebro;Torrevieja;108;Burgos
2025-08-01;Almaraz;Torrevieja;33;Cáceres
2025-08-01;Cáceres;Torrevieja;78;Cáceres
2025-08-01;Plasencia;Torrevieja;51;Cáceres
2025-08-01;Castelló de la Plana;Torrevieja;65;Castellón/Castelló
2025-08-01;Alcázar de San Juan;Torrevieja;236;Ciudad Real
2025-08-01;Almagro;Torrevieja;77;Ciudad Real
2025-08-01;Argamasilla de Alba;Torrevieja;31;Ciudad Real
2025-08-01;Argamasilla de Calatrava;Torrevieja;58;Ciudad Real
2025-08-01;Bolaños de Calatrava;Torrevieja;61;Ciudad Real
2025-08-01;Campo de Criptana;Torrevieja;147;Ciudad Real
2025-08-01;Ciudad Real;Torrevieja;386;Ciudad Real
2025-08-01;Daimiel;Torrevieja;98;Ciudad Real
2025-08-01;Herencia;Torrevieja;95;Ciudad Real
2025-08-01;Malagón;Torrevieja;49;Ciudad Real
2025-08-01;Manzanares;Torrevieja;150;Ciudad Real
2025-08-01;Miguelturra;Torrevieja;136;Ciudad Real
2025-08-01;Pedro Muñoz;Torrevieja;69;Ciudad Real
2025-08-01;Pozuelo de Calatrava;Torrevieja;47;Ciudad Real
2025-08-01;Puertollano;Torrevieja;314;Ciudad Real
2025-08-01;Socuéllamos;Torrevieja;99;Ciudad Real
2025-08-01;Solana, La;Torrevieja;42;Ciudad Real
2025-08-01;Terrinches;Torrevieja;56;Ciudad Real
2025-08-01;Tomelloso;Torrevieja;259;Ciudad Real
2025-08-01;Valdepeñas;Torrevieja;180;Ciudad Real
2025-08-01;Córdoba;Torrevieja;142;Córdoba
2025-08-01;Coruña, A;Torrevieja;42;Coruña, A
2025-08-01;Ferrol;Torrevieja;31;Coruña, A
2025-08-01;Cuenca;Torrevieja;110;Cuenca
2025-08-01;Horcajo de Santiago;Torrevieja;45;Cuenca
2025-08-01;Mesas, Las;Torrevieja;33;Cuenca
2025-08-01;Pedroñeras, Las;Torrevieja;55;Cuenca
2025-08-01;Quintanar del Rey;Torrevieja;39;Cuenca
2025-08-01;Tarancón;Torrevieja;139;Cuenca
2025-08-01;Churriana de la Vega;Torrevieja;36;Granada
2025-08-01;Granada;Torrevieja;131;Granada
2025-08-01;Lecrín;Torrevieja;31;Granada
2025-08-01;Motril;Torrevieja;34;Granada
2025-08-01;Alovera;Torrevieja;99;Guadalajara
2025-08-01;Azuqueca de Henares;Torrevieja;231;Guadalajara
2025-08-01;Cabanillas del Campo;Torrevieja;43;Guadalajara
2025-08-01;Casar, El;Torrevieja;89;Guadalajara
2025-08-01;Chiloeches;Torrevieja;42;Guadalajara
2025-08-01;Galápagos;Torrevieja;31;Guadalajara
2025-08-01;Guadalajara;Torrevieja;303;Guadalajara
2025-08-01;Horche;Torrevieja;53;Guadalajara
2025-08-01;Marchamalo;Torrevieja;32;Guadalajara
2025-08-01;Mondéjar;Torrevieja;30;Guadalajara
2025-08-01;Pioz;Torrevieja;46;Guadalajara
2025-08-01;Torrejón del Rey;Torrevieja;74;Guadalajara
2025-08-01;Valdeaveruelo;Torrevieja;59;Guadalajara
2025-08-01;Villanueva de la Torre;Torrevieja;83;Guadalajara
2025-08-01;Yebes;Torrevieja;37;Guadalajara
2025-08-01;Andoain;Torrevieja;32;Gipuzkoa
2025-08-01;Azpeitia;Torrevieja;34;Gipuzkoa
2025-08-01;Eibar;Torrevieja;108;Gipuzkoa
2025-08-01;Elgoibar;Torrevieja;30;Gipuzkoa
2025-08-01;Hernani;Torrevieja;51;Gipuzkoa
2025-08-01;Irun;Torrevieja;117;Gipuzkoa
2025-08-01;Lazkao;Torrevieja;105;Gipuzkoa
2025-08-01;Lezo;Torrevieja;47;Gipuzkoa
2025-08-01;Arrasate/Mondragón;Torrevieja;46;Gipuzkoa
2025-08-01;Oiartzun;Torrevieja;49;Gipuzkoa
2025-08-01;Pasaia;Torrevieja;54;Gipuzkoa
2025-08-01;Errenteria;Torrevieja;92;Gipuzkoa
2025-08-01;Donostia/San Sebastián;Torrevieja;255;Gipuzkoa
2025-08-01;Tolosa;Torrevieja;35;Gipuzkoa
2025-08-01;Bergara;Torrevieja;31;Gipuzkoa
2025-08-01;Lasarte-Oria;Torrevieja;38;Gipuzkoa
2025-08-01;Huesca;Torrevieja;31;Huesca
2025-08-01;Andújar;Torrevieja;34;Jaén
2025-08-01;Jaén;Torrevieja;48;Jaén
2025-08-01;Linares;Torrevieja;52;Jaén
2025-08-01;Santiago de Calatrava;Torrevieja;38;Jaén
2025-08-01;Úbeda;Torrevieja;33;Jaén
2025-08-01;León;Torrevieja;183;León
2025-08-01;Ponferrada;Torrevieja;57;León
2025-08-01;San Andrés del Rabanedo;Torrevieja;45;León
2025-08-01;Lleida;Torrevieja;52;Lleida
