"Periodo";"Municipios";"Sexo";"Edad";"Valor"
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";2363
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";2502
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";2595
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";3597
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 25 a 29 años";4008
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 30 a 34 años";4240
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";3887
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";3341
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";2927
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";2333
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";2950
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";3457
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";4114
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";4196
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";3107
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";1759
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";849
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";361
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"De 90 y más años";126
"1 de enero de 2002";"03133 - Torrevieja";"Ambos sexos";"Total";52711
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";1217
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";1264
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";1321
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";1803
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";2070
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";2194
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";1990
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";1764
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";1471
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";1202
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";1373
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";1673
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";1942
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";2190
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";1614
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";862
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";365
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";137
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"De 90 y más años";32
"1 de enero de 2002";"03133 - Torrevieja";"Hombres";"Total";26481
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1145
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";1238
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1274
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";1795
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";1938
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";2046
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";1897
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 40 a 44 años";1577
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 45 a 49 años";1456
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 5 a 9 años";1131
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 50 a 54 años";1578
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 55 a 59 años";1785
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 60 a 64 años";2172
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 65 a 69 años";2005
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 70 a 74 años";1494
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 75 a 79 años";897
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 80 a 84 años";484
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 85 a 89 años";225
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"De 90 y más años";94
"1 de enero de 2002";"03133 - Torrevieja";"Mujeres";"Total";26230
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";2773
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";2750
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";2774
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";3948
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 25 a 29 años";4878
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 30 a 34 años";4880
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";4590
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";3941
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";3318
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";2527
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";3426
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";4167
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";4627
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";4923
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";3543
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";2003
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";971
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";381
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"De 90 y más años";152
"1 de enero de 2003";"03133 - Torrevieja";"Ambos sexos";"Total";60569
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";1459
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";1389
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";1387
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";1990
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";2537
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";2606
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";2417
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";2087
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";1708
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";1283
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";1619
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";1958
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";2190
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";2583
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";1853
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";980
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";417
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";144
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"De 90 y más años";43
"1 de enero de 2003";"03133 - Torrevieja";"Hombres";"Total";30650
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1313
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";1360
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1387
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";1958
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";2341
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";2274
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";2173
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 40 a 44 años";1855
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 45 a 49 años";1610
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 5 a 9 años";1244
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 50 a 54 años";1808
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 55 a 59 años";2209
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 60 a 64 años";2437
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 65 a 69 años";2339
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 70 a 74 años";1689
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 75 a 79 años";1023
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 80 a 84 años";554
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 85 a 89 años";237
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"De 90 y más años";108
"1 de enero de 2003";"03133 - Torrevieja";"Mujeres";"Total";29920
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";3201
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";2979
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";3056
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";4425
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 25 a 29 años";5678
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 30 a 34 años";5630
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";5248
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";4555
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";3741
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";2781
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";3820
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";4503
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";5126
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";5436
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";3875
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";2232
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";1127
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";407
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"De 90 y más años";168
"1 de enero de 2004";"03133 - Torrevieja";"Ambos sexos";"Total";67987
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";1664
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";1513
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";1534
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";2230
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";3080
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";3081
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";2812
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";2397
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";1953
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";1410
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";1830
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";2093
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";2404
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";2838
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";2064
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";1079
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";495
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";162
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"De 90 y más años";52
"1 de enero de 2004";"03133 - Torrevieja";"Hombres";"Total";34692
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1537
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";1465
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1522
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";2195
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";2598
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";2549
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";2436
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 40 a 44 años";2158
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 45 a 49 años";1788
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 5 a 9 años";1372
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 50 a 54 años";1990
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 55 a 59 años";2410
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 60 a 64 años";2722
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 65 a 69 años";2598
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 70 a 74 años";1811
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 75 a 79 años";1152
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 80 a 84 años";632
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 85 a 89 años";245
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"De 90 y más años";116
"1 de enero de 2004";"03133 - Torrevieja";"Mujeres";"Total";33295
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";3445
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";3166
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";3268
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";4658
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 25 a 29 años";6393
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 30 a 34 años";6277
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";5775
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";5080
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";4213
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";3007
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";4091
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";4866
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";5477
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";5716
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";4281
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";2474
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";1271
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";436
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"De 90 y más años";201
"1 de enero de 2005";"03133 - Torrevieja";"Ambos sexos";"Total";74094
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";1803
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";1638
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";1692
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";2342
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";3482
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";3486
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";3125
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";2731
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";2205
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";1507
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";1996
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";2240
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";2607
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";2917
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";2273
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";1184
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";557
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";189
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"De 90 y más años";62
"1 de enero de 2005";"03133 - Torrevieja";"Hombres";"Total";38036
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1641
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";1528
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1576
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";2317
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";2911
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";2791
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";2650
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 40 a 44 años";2349
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 45 a 49 años";2008
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 5 a 9 años";1500
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 50 a 54 años";2095
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 55 a 59 años";2626
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 60 a 64 años";2870
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 65 a 69 años";2799
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 70 a 74 años";2008
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 75 a 79 años";1289
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 80 a 84 años";714
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 85 a 89 años";247
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"De 90 y más años";138
"1 de enero de 2005";"03133 - Torrevieja";"Mujeres";"Total";36059
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";3701
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";3393
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";3502
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";4709
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 25 a 29 años";6934
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 30 a 34 años";6869
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";6293
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";5632
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";4642
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";3229
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";4314
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";5035
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";5664
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";6058
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";4592
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";2794
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";1389
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";508
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"De 90 y más años";210
"1 de enero de 2006";"03133 - Torrevieja";"Ambos sexos";"Total";79469
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";1948
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";1773
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";1818
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";2457
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";3754
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";3833
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";3453
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";3053
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";2451
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";1643
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";2131
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";2316
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";2718
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";3048
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";2427
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";1376
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";614
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";200
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"De 90 y más años";69
"1 de enero de 2006";"03133 - Torrevieja";"Hombres";"Total";41083
"1 de enero de 2006";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1753
"1 de enero de 2006";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";1620
"1 de enero de 2006";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1684
"1 de enero de 2006";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";2252
"1 de enero de 2006";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";3180
"1 de enero de 2006";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";3036
"1 de enero de 2006";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";2841
